식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
카페노티드 강남카카오점,카페,4.0,서울 서초구 강남대로 429 동일빌딩 3층,매일 10:30 ~ 21:00,070-8869-9377,122,22건
중국요리리향,중화요리,2.1,서울 서초구 반포대로28길 15,매일 11:00 ~ 22:00,02-525-3580,35,12건
옛고을장원김밥 서초점,분식,3.6,서울 서초구 서초대로77길 31,,02-3481-9261,53,17건
쿠차라 삼성서초사옥점,멕시칸/브라질,3.5,서울 서초구 서초대로74길 11 삼성전자빌딩 지하1층,월~금 11:00 ~ 22:00,02-525-2155,166,102건
페이브 방배점,디저트카페,3.1,서울 서초구 서초대로25길 32 엠아이빌딩 1층,매일 09:00 ~ 22:00,070-4441-0166,29,21건
교대이층집 사당점,육류/고기,2.7,서울 서초구 방배천로 12-9 2층,매일 12:00 ~ 24:00,02-523-8188,48,12건
이여곰탕,곰탕,3.8,서울 서초구 서초대로46길 19-15,월~금 10:00 ~ 22:30,02-598-9337,48,36건
다리원,중화요리,3.6,서울 서초구 효령로 105,매일 10:00 ~ 22:00,02-522-7275,88,15건
프로간장게장 신사본점,게/대게,3.2,서울 서초구 강남대로97길 17 2층,매일 00:00 ~ 24:00,02-543-4126,52,44건
소이연남 파미에스테이션점,태국음식,3.9,서울 서초구 사평대로 205 센트럴시티 파미에스테이션 2층 FP217호,매일 11:00 ~ 21:30,02-6282-3217,322,41건
르지우,양식,3.1,서울 서초구 사평대로26길 40,월~토 11:00 ~ 22:30 · 브레이크타임 월~토 15:30 ~ 17:30,02-3476-7036,59,22건
사람사는고깃집 김일도 서초남부터미널점,육류/고기,3.8,서울 서초구 효령로55길 39 호텔센트로 1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-584-1374,44,19건
이수통닭 본점,치킨,3.2,서울 서초구 방배천로 92 세앙아르비체 102동 107/108호,영업시간 매일 15:00 ~ 01:30,02-581-8892,30,27건
모범갈빗살 강남역본점,육류/고기,4.5,서울 서초구 서초대로73길 40 104호,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:00,02-533-2588,55,17건
통나무집,육류/고기,3.2,서울 서초구 헌인릉길 9,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-445-0662,19,15건
태양커피 사당점,커피전문점,4.3,서울 서초구 방배천로 32 송암빌딩 1층,월~금 09:00 ~ 21:00,,18,24건
스시려프리미엄,초밥/롤,4.2,서울 서초구 효령로77길 34 아크로텔 2층 206호,매일 12:00 ~ 22:00,02-525-0900,91,30건
37.5 서래마을점,카페,3.8,서울 서초구 서래로7길 16 민트빌딩 2층,매일 09:00 ~ 20:00,02-593-3705,83,12건
메이탄 강남점,중화요리,4.2,서울 서초구 서초대로73길 54 210~214호,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:50,02-535-6686,108,19건
우작설렁탕,설렁탕,3.5,서울 서초구 서초중앙로6길 7 홍빌딩 지하1층,월~토 11:30 ~ 22:00,02-584-8544,48,52건
비스트로누,이탈리안,4.3,서울 서초구 사평대로26길 26-6 3층,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-537-5123,54,13건
신미경의정통춘천닭갈비,닭요리,4.4,서울 서초구 방배로16길 11-3,매일 11:00 ~ 22:00,02-586-5222,120,40건
신사 고집,삼겹살,4.6,서울 서초구 나루터로 70 영서빌딩 1층 101호,영업시간 월~금 16:00 ~ 23:00,02-3443-8292,111,23건
진대감 양재점,육류/고기,2.5,서울 서초구 강남대로6길 24,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-576-1211,79,16건
남도요리명가,한정식,5.0,서울 서초구 법원로4길 31,,02-591-7001,72,1건
스타벅스 파미에파크R점,커피전문점,3.7,서울 서초구 사평대로 205 센트럴시티 파미에파크돔,매일 07:00 ~ 22:00,1522-3232,138,37건
박고볼래,실내포장마차,3.2,서울 서초구 강남대로30길 12 1층,영업시간 매일 17:00 ~ 04:00,02-529-5254,11,13건
린참치,참치회,4.4,서울 서초구 강남대로43길 17,매일 10:00 ~ 23:00,02-3473-7490,56,20건
시골야채된장전문점,한식,3.5,서울 서초구 강남대로69길 11 삼미빌딩 1층,매일 05:30 ~ 23:00,02-3482-7626,97,38건
겁없는토끼부엌,퓨전요리,3.5,서울 서초구 청두곶길 6-1 1층,월~금 12:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-587-5855,108,45건
양재닭집,치킨,3.1,서울 서초구 남부순환로356길 15 양재시장 지하 1층,월~토 12:00 ~ 24:00,02-572-1741,73,47건
육갑식당 방배본점,육류/고기,3.5,서울 서초구 방배중앙로 166 1층,영업시간 월~금 15:00 ~ 24:00,02-596-9292,143,13건
교대평상집,족발/보쌈,4.4,서울 서초구 서초대로50길 24 3층,영업시간 매일 15:30 ~ 23:30,02-586-8188,157,25건
일상,한식,4.6,서울 서초구 마방로6길 7-27 다산빌딩 1층,,070-4130-1313,17,9건
서울이스케이프룸 강남1호점,테마카페,4.3,서울 서초구 서초대로77길 11 S호텔빌딩 지하1층,매일 10:00 ~ 23:30,02-533-6502,75,11건
부일갈비 본점,갈비,3.3,서울 서초구 서초중앙로2길 42,매일 11:00 ~ 23:00,02-3482-3112,53,7건
예술상회,한식,4.3,서울 서초구 반포대로10길 45 1층,월~금 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 16:00,02-588-5870,81,25건
미소의집,떡볶이,4.3,서울 서초구 신반포로 27-6 한신종합상가 지하2층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 16:30,02-537-0547,87,22건
한성양꼬치 교대점,양꼬치,3.7,서울 서초구 반포대로28길 71-18,월~금 12:00 ~ 23:00,02-586-8892,157,6건
감격시대,육류/고기,2.7,서울 서초구 서초대로50길 104,매일 09:30 ~ 02:00,02-521-3392,124,26건
정담은,한정식,2.7,서울 서초구 방배천로2길 15,월~토 11:30 ~ 22:00,02-877-4000,30,7건
울돌목 가는 길,한정식,2.9,서울 서초구 서초대로40길 41 대호IR빌딩 지하1층,월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-521-6032,26,14건
바르미스시뷔페 사당점,초밥/롤,2.4,서울 서초구 방배천로 11 파스텔씨티 5층,매일 11:30 ~ 22:00,02-521-3901,25,37건
이자카야열,일본식주점,3.8,서울 서초구 강남대로 345 2층,매일 11:30 ~ 02:00,02-3486-7710,85,14건
뱅스시,초밥/롤,4.4,서울 서초구 반포대로10길 35 서초지웰 상가동 지하 1층 104호,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-574-2201,111,36건
이가네양꼬치 양재2호점,양꼬치,3.1,서울 서초구 마방로2길 68,영업시간 매일 14:00 ~ 20:00,02-576-7888,34,18건
델리쎄106,이탈리안,3.9,서울 서초구 동광로 106 원방빌딩 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:30 ~ 17:30,02-534-3412,72,14건
락희옥 서초교대역점,한식,2.6,서울 서초구 반포대로30길 63,매일 11:00 ~ 23:00,02-582-5958,112,18건
크리스탈제이드 상하이팰리스 잠원점,중화요리,4.5,서울 서초구 신반포로33길 27 파스텔플라자 1층,매일 11:30 ~ 22:00,02-532-8429,37,30건
바베큐랩,육류/고기,4.7,서울 서초구 마방로10길 18-13,영업시간 월~금 16:00 ~ 22:00,02-571-3380,90,13건
스시진수,초밥/롤,4.2,서울 서초구 서초중앙로24길 27 G5센트럴프라자 1층 4호,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-535-7100,100,39건
백화네부엌,퓨전한식,3.5,서울 서초구 바우뫼로41길 84 1층,월~금 11:00 ~ 02:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-579-8880,84,28건
속초어시장 방배점,해물/생선,3.3,서울 서초구 방배천로2길 7 1층,월~토 11:30 ~ 05:00,02-523-0511,89,13건
자매수산 본점,회,2.7,서울 서초구 서초대로77길 55 1층 107호,영업시간 매일 16:00 ~ 04:00,02-536-9292,35,18건
진가와 서초점,일식집,3.2,서울 서초구 서초대로48길 13 소망빌딩 1층,월~금 11:30 ~ 23:00 · 브레이크타임 월~금 14:30 ~ 17:00,02-598-0220,92,6건
부다스벨리 파미에스테이션,태국음식,4.4,서울 서초구 사평대로 205 파미에스테이션 1층,매일 11:30 ~ 22:00,02-6282-1959,301,87건
아낙 잠원점,호프/요리주점,4.7,서울 서초구 신반포로45길 55 1층,영업시간 월~토 15:00 ~ 23:00,02-567-0567,32,10건
목천집,국수,2.4,서울 서초구 효령로52길 69,매일 11:00 ~ 22:00,,159,39건
푸주옥,설렁탕,4.0,서울 서초구 서초중앙로26길 5 하림빌딩 1 1층,월~금 00:00 ~ 24:00,,22,21건
호시라멘,한식,3.9,서울 서초구 방배천로2안길 110 1층,,02-525-2042,89,38건
스시카이,초밥/롤,3.5,서울 서초구 반포대로26길 29,,02-588-6338,33,11건
인기명 교대점,조개,3.8,서울 서초구 서초대로53길 10 1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 15:30,02-595-5036,107,11건
홀릭스,호프/요리주점,1.3,서울 서초구 서초대로77길 24 3층,영업시간 매일 16:00 ~ 06:00,02-534-7891,70,10건
육갑식당 서래마을직영점,육류/고기,4.9,서울 서초구 사평대로 130 1층,영업시간 월~금 15:00 ~ 24:00,02-533-9282,66,17건
소울브레드,제과/베이커리,3.7,서울 서초구 바우뫼로7길 27,월/화/일요일,070-4235-4748,84,39건
로얄맨션,이탈리안,2.9,서울 서초구 사평대로22길 9 포레스트빌딩 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-593-2655,67,10건
다피타,이탈리안,3.0,서울 서초구 효령로 202,매일 11:30 ~ 22:30,02-523-5147,49,31건
레어마카롱 교대점,디저트카페,4.9,서울 서초구 반포대로24길 47 1층,월~금 08:00 ~ 18:00,070-8866-6809,88,101건
맛집부추곱창 사당점,곱창/막창,3.9,서울 서초구 방배천로2길 37,영업시간 월~금 14:00 ~ 01:00,02-583-4993,127,11건
사푼사푼 강남역점,카페,3.6,서울 서초구 강남대로 355 1층,월~금 07:00 ~ 23:00,02-521-4565,57,19건
수다 서래점,퓨전일식,4.0,서울 서초구 서래로 50 1층,영업시간 월/화/수/일 16:00 ~ 02:00,02-591-3584,99,23건
도쿄하나 사당점,일식집,1.4,서울 서초구 방배천로 11 파스텔 시티 3층,매일 11:00 ~ 22:00,02-585-2020,34,9건
성천막국수 논현점,국수,3.2,서울 서초구 강남대로 545-12,월~금 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-548-5529,34,17건
양양메밀막국수,국수,3.5,서울 서초구 동광로15길 10,매일 11:00 ~ 21:00,02-3482-3738,51,40건
한신치킨,치킨,4.0,서울 서초구 신반포로23길 30,매일 11:00 ~ 01:00,02-596-5990,71,11건
신도세기 강남역점,육류/고기,3.9,서울 서초구 서초대로78길 22 홍우빌딩 3층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3471-7007,72,42건
디 안다만,동남아음식,4.1,서울 서초구 남부순환로 2636 성문빌딩 후면,매일 11:00 ~ 22:00,02-537-1997,12,20건
강남한우정육식당,육류/고기,4.4,서울 서초구 강남대로6길 5,매일 11:00 ~ 22:00,02-579-5955,59,7건
백화네부엌 교대점,퓨전한식,3.6,서울 서초구 반포대로28길 76,월~금 11:00 ~ 02:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-586-9876,123,12건
마장동육회포차 강남점,육류/고기,3.8,서울 서초구 서초대로77길 48 남경빌딩 1층,영업시간 매일 15:00 ~ 07:00,02-533-8891,201,15건
소나무집,닭요리,4.3,서울 서초구 식유촌길 71,,02-572-6794,83,27건
금홍,중화요리,4.5,서울 서초구 방배로 167,매일 11:00 ~ 22:00,,91,8건
이누식당,이탈리안,4.1,서울 서초구 서초대로27길 33 1층,화~토 11:30 ~ 22:00 · 브레이크타임 화~토 14:00 ~ 18:00,010-9337-8947,107,21건
됐소 강남점,육류/고기,3.4,서울 서초구 서초대로78길 46,,,78,5건
세광양대창 양재점,곱창/막창,4.3,서울 서초구 강남대로 222-6 1층,매일 11:50 ~ 22:40,02-529-9235,75,31건
더막창스 강남본점,곱창/막창,3.0,서울 서초구 서초대로77길 37 월드상가 106호,,02-533-8592,149,21건
피제리아호키포키,피자,4.3,서울 서초구 반포대로9길 28 J하모니빌딩 1층,월/화요일,02-523-5747,75,29건
중국성,중화요리,3.2,서울 서초구 잠원로3길 40 1층 101/104-2호,매일 11:00 ~ 22:00,02-3482-4256,64,11건
방배족발,족발/보쌈,1.1,서울 서초구 효령로31길 48,,02-522-9244,12,1/362건
대가향,중화요리,2.8,서울 서초구 서초대로 339,매일 11:30 ~ 21:50 · 브레이크타임 매일 14:30 ~ 17:00,02-3482-7200,28,20건
일일향 방배점,중화요리,3.8,서울 서초구 동광로 67 1층,매일 11:30 ~ 21:30,02-534-8385,43,10건
의정부평양면옥,냉면,4.2,서울 서초구 강남대로93길 28,월~토 11:00 ~ 21:30,02-547-6947,47,32건
서울양고기,육류/고기,3.8,서울 서초구 매헌로 68 1층,,02-3462-8292,28,5건
타쿠미곤,일식집,4.6,서울 서초구 사평대로 98 한국회관 2층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 18:00,02-595-1935,58,19건
띠그레블랑코,디저트카페,4.1,서울 서초구 주흥길 64-17 101호,월~금 11:00 ~ 23:00,02-6498-1469,20,15건
굴림,카페,4.1,서울 서초구 신반포로42길 11 1층,월~토 11:00 ~ 20:00,,80,26건
오선채,한정식,3.4,서울 서초구 남부순환로 2634-8,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-578-9411,8,12건
마구로센 신사점,참치회,4.5,서울 서초구 강남대로99길 33,월~금 11:30 ~ 23:00 · 브레이크타임 월~토 14:00 ~ 17:00,02-517-5110,19,8건
비엔나커피하우스 이수역점,커피전문점,3.5,서울 서초구 동작대로 86 1층,월~금 09:00 ~ 23:00,02-522-1683,47,13건
타짜도르 강남점,카페,4.1,서울 서초구 서초대로77길 61 1층,매일 11:00 ~ 22:00,070-8848-9965,91,20건
서래본갈비,육류/고기,2.6,서울 서초구 사평대로 126,월~금 12:00 ~ 23:00,02-3477-9192,23,15건
커피나무 강남역점,커피전문점,3.2,서울 서초구 강남대로65길 1,월~목 07:30 ~ 24:00,02-533-3323,42,17건
남궁야,오리,3.2,서울 서초구 방배천로4안길 10,월~금 11:30 ~ 23:00,02-581-9252,113,10건
미스터힐링 강남점,테마카페,4.6,서울 서초구 강남대로65길 10 K타워 7층,월/화/수/목/금/일 10:00 ~ 23:00,0507-1400-2267,16,16건
진동횟집,회,4.2,서울 서초구 강남대로101안길 41 하이웨이호텔 1층,매일 12:00 ~ 22:30,02-549-2179,7,13건
그림나베 교대역점,일식,3.3,서울 서초구 서초대로51길 14,월~금 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-533-1869,34,27건
호왕,육류/고기,4.2,서울 서초구 서초대로 91,월~토 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:30,010-9514-8586,30,14건
쓰리버즈 센트럴시티점,이탈리안,2.8,서울 서초구 사평대로 205,매일 10:00 ~ 23:00,02-6052-0104,108,12건
만리성,중화요리,4.1,서울 서초구 서초대로42길 66,월~금 11:00 ~ 21:00,02-522-8870,23,20건
소담채,한식,2.4,서울 서초구 원터6길 5,매일 09:00 ~ 21:00,02-574-0764,80,11건
뽕사부 교대점,중화요리,3.8,서울 서초구 서초대로 270,매일 00:00 ~ 24:00,02-583-8882,82,34건
더가든키친,뷔페,3.2,서울 서초구 강남대로107길 6 더리버사이드호텔 1층,월/화/수/목/금/일 11:30 ~ 21:30 · 브레이크타임1 월~금 15:00 ~ 18:00,02-6710-1133,107,38건
제일곱창,곱창/막창,3.4,서울 서초구 사평대로 362 1층 104호,영업시간 월~토 16:00 ~ 03:00,02-3482-9792,56,9건
시골집,쌈밥,4.5,서울 서초구 반포대로10길 7,매일 11:00 ~ 22:00,02-597-0400,32,22건
만다린,중화요리,3.8,서울 서초구 방배로6길 10-15 1/ 2층,월/화/목/금/토/일 11:00 ~ 21:30,02-581-3366,15,22건
한우다이닝 울릉,육류/고기,4.3,서울 서초구 서운로 135,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-581-2235,143,19건
육갑식당 뱅뱅점,육류/고기,3.8,서울 서초구 강남대로47길 20 1층,영업시간 매일 15:00 ~ 24:00,02-588-8292,177,6건
비너스본사 건너편갈비살,육류/고기,4.2,서울 서초구 주흥길 82,영업시간 매일 16:00 ~ 21:00,010-5311-9879,44,11건
파리크라상 교대역점,제과/베이커리,2.3,서울 서초구 서초중앙로24길 27 G-five 플라자 1층,매일 07:00 ~ 23:00,02-537-8425,22,10건
진구곱창,곱창/막창,3.1,서울 서초구 서초대로75길 37,매일 10:00 ~ 05:00,02-533-3309,104,22건
톰볼라 서래점,이탈리안,3.4,서울 서초구 서래로7길 16 1/3층,월~토 11:30 ~ 23:00 · 브레이크타임 매일 15:30 ~ 18:00,02-593-4660,21,34건
던킨도너츠 라이브강남점,도넛,4.0,서울 서초구 강남대로 373 홍우빌딩 1층,매일 07:00 ~ 23:00,02-3475-1031,103,23건
세컨클락,커피전문점,4.2,서울 서초구 청룡마을길 41,화~일 10:30 ~ 19:00,02-594-7606,34,22건
자인뭉티기,육류/고기,3.9,서울 서초구 강남대로37길 24-7 호원빌딩 1층,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:30 ~ 16:30,02-597-2158,20,21건
카페페라,카페,3.0,서울 서초구 방배천로 11 1층,매일 08:00 ~ 24:00,02-522-2582,29,25건
일도씨닭갈비 방배점,닭요리,3.9,서울 서초구 방배로8길 4,매일 11:00 ~ 23:00,02-581-0709,50,21건
풍천가 서초점,장어,3.5,서울 서초구 강남대로4길 4 1~2층,매일 10:30 ~ 22:00,02-571-6255,7,11건
바른고기정육점 서래마을본점,육류/고기,3.6,서울 서초구 동광로 80 정암빌딩 1/2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:30,02-3482-5963,21,8건
스스루,일본식라면,4.1,서울 서초구 서초대로54길 11,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-585-0226,34,41건
메종드꼼빠뇽,제과/베이커리,2.8,서울 서초구 서초대로41길 19 1층,월~금 07:50 ~ 21:30,02-6188-8845,58,9건
쿄베이커리 더인피닛카페,디저트카페,3.9,서울 서초구 사평대로58길 6 1층 102/103호,매일 07:30 ~ 22:00,02-536-2838,28,31건
레드브릭,카페,3.9,서울 서초구 서래로6길 17,매일 11:30 ~ 23:00,02-591-7878,89,16건
문어세상 양재점,해물/생선,2.7,서울 서초구 강남대로 188 화승빌딩 1층,,02-575-0995,19,7건
도마3,육류/고기,4.1,서울 서초구 서초대로78길 48 송림빌딩 1층 101호,영업시간 월~금 17:00 ~ 23:00,02-525-2159,203,13건
스시마이우 강남역직영점,초밥/롤,3.3,서울 서초구 서초대로77길 37 월드상가 1층 105호,매일 11:30 ~ 22:00,02-535-4105,85,16건
파크루안 방배점,중식,4.5,서울 서초구 방배중앙로 214 배원빌딩 지하1층,월~금 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-536-0009,73,10건
릿잇타미,햄버거,4.1,서울 서초구 방배천로2안길 31 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-525-1976,148,38건
삼호복집 서초점,복어,3.3,서울 서초구 강남대로51길 5 기우빌딩1층,매일 11:00 ~ 22:00,02-3474-2512,36,8건
하피덕,호프/요리주점,4.0,서울 서초구 양재천로 135-4,영업시간 화~금 16:00 ~ 01:00,02-579-8868,10,16건
고양이부엌 강남점,떡볶이,2.8,서울 서초구 강남대로61길 7 지하1층,월~금 11:00 ~ 21:30,02-536-4468,147,26건
돈블랑 서초교대역점,육류/고기,3.5,서울 서초구 서초대로 351,매일 11:30 ~ 22:00,02-595-9200,32,20건
딘타이펑 강남점,중화요리,3.6,서울 서초구 서초대로73길 12 세계빌딩 2층,매일 11:00 ~ 22:00,02-569-2778,217,73건
인더비엣 신논현역점,베트남음식,3.5,서울 서초구 사평대로52길 13,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-595-3842,91,15건
장수촌,닭요리,2.8,서울 서초구 원터5길 14,매일 10:00 ~ 21:00,02-577-5071,35,12건
빌리엔젤 사당역점,디저트카페,2.5,서울 서초구 동작대로 18 1~3층,,02-585-6257,56,19건
친친마라,중화요리,3.9,서울 서초구 서초중앙로 119,매일 11:40 ~ 22:30,02-2055-3363,126,80건
천희양꼬치,양꼬치,3.3,서울 서초구 효령로31길 3 2층,영업시간 매일 14:00 ~ 02:00,02-523-7371,27,7건
양재정육식당 역삼뱅뱅점,육류/고기,3.8,서울 서초구 효령로 426 1~2층,매일 10:00 ~ 23:00,02-3471-1818,16,5건
7%칠백식당 논현본점,육류/고기,4.0,서울 서초구 사평대로 365 지층,영업시간 월~토 16:00 ~ 23:00,02-518-7005,104,6건
예촌,한정식,3.1,서울 서초구 서운로 11 서초대우디오빌 1층 105호,매일 11:00 ~ 23:30,,8,9건
애마오리 청계산점,오리,4.0,서울 서초구 원터6길 8,매일 09:00 ~ 21:00,02-576-1004,27,22건
비노인빌라,이탈리안,3.3,서울 서초구 남부순환로319길 14 가남빌딩 1층,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-599-7020,30,28건
고깃집열,육류/고기,4.2,서울 서초구 서초대로78길 48 2층,영업시간 월~금 16:00 ~ 22:50,,72,28건
서석대,한식,4.1,서울 서초구 서초대로 346 동아빌라트1지구1층102호,매일 11:30 ~ 22:00,02-537-0077,8,8건
테루아,양식,4.3,서울 서초구 강남대로95길 47-3 103호,화~토 11:30 ~ 22:00 · 브레이크타임 화~토 15:00 ~ 18:00,,51,11건
파티오42 서초교대본점,이탈리안,3.4,서울 서초구 반포대로30길 44-5 파크뷰빌딩 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-588-1142,38,11건
라무진 교대점,육류/고기,2.1,서울 서초구 반포대로22길 77,영업시간 월~금 17:00 ~ 01:00,02-581-7677,12,14건
카페아뜰리에,카페,4.1,서울 서초구 방배천로4길 48,월~금 11:10 ~ 23:00,0507-1344-1312,70,25건
무월식탁 파미에스테이션점,한식,3.3,서울 서초구 사평대로 205 2층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-6282-3215,178,44건
무한쌈밥집,쌈밥,4.3,서울 서초구 강남대로93길 23-10,매일 00:00 ~ 24:00,02-3444-6920,60,10건
사찰음식도반,한식,5.0,서울 서초구 마방로6길 7-27,월~토 11:30 ~ 14:00,02-1644-1803,10,2건
줄라이,양식,4.3,서울 서초구 동광로 164 1층,월~토 12:00 ~ 22:30 · 브레이크타임 월~토 15:00 ~ 18:30,02-534-9544,37,41건
7%칠백식당 방배직영점,육류/고기,3.7,서울 서초구 방배로27길 12,월~토 12:00 ~ 23:00,02-534-0705,80,3건
카페더나인스퀘어,디저트카페,3.2,서울 서초구 서초대로77길 5 1~2층,,02-536-7799,51,9건
카츠공방,돈까스/우동,3.4,서울 서초구 반포대로30길 53 1층,월~금 11:00 ~ 21:30,02-582-9293,78,16건
장수원,육류/고기,2.7,서울 서초구 방배중앙로 153,매일 09:00 ~ 21:00,02-532-2225,27,18건
송강,장어,3.2,서울 서초구 명달로9길 5,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-598-9288,28,17건
우면산버드나무집,육류/고기,3.2,서울 서초구 남부순환로 2461,매일 11:00 ~ 22:00,02-597-5900,8,19건
평가옥 반포점,한식,2.7,서울 서초구 사평대로 353,매일 11:00 ~ 21:30,02-517-1577,31,19건
이치류 서초점,육류/고기,3.8,서울 서초구 신반포로47길 17,영업시간 월~토 17:00 ~ 23:00,02-518-5558,30,15건
소호정 본점,국수,4.2,서울 서초구 논현로 27,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-579-7282,82,55건
이딸리아,이탈리안,3.9,서울 서초구 동광로39길 63,매일 11:00 ~ 23:00,02-535-0852,64,25건
비노바인,와인바,4.0,서울 서초구 반포대로23길 6 효진빌딩 지하 1층,월~금 11:00 ~ 23:00,02-588-1408,36,6건
강남역껍데기콜라겐가든,육류/고기,3.6,서울 서초구 서초대로75길 25 2층,영업시간 매일 16:00 ~ 01:00,,117,8건
신이주신선물 오리고기,오리,4.6,서울 서초구 신반포로 334,매일 11:00 ~ 24:00,02-567-7974,35,19건
이솔라,이탈리안,2.5,서울 서초구 올림픽대로 2085-14 가빛 1층,매일 11:30 ~ 21:30 · 브레이크타임1 월~금 15:00 ~ 17:30,02-533-0077,31,10건
소문난 마산아구해물찜 강남점,아구,4.5,서울 서초구 강남대로99길 29-9,월~금 11:00 ~ 22:00,02-3446-7337,41,12건
카페희다,커피전문점,3.4,서울 서초구 주흥15길 16-4 1층,매일 11:00 ~ 22:00,02-6404-9003,62,14건
도담,떡/한과,2.8,서울 서초구 효령로61길 14-13,매일 07:00 ~ 19:00,02-523-8886,8,11건
고반식당 강남교보타워점,삼겹살,2.0,서울 서초구 서초대로75길 45 1층,영업시간 매일 15:00 ~ 24:00,02-532-9824,10,7건
혜장국 별관,한식,4.2,서울 서초구 사평대로56길 4 1층 102호,매일 07:00 ~ 24:00,02-595-3339,91,21건
소도둑,고기뷔페,3.1,서울 서초구 마방로10길 30,영업시간 매일 16:00 ~ 24:00,02-576-3993,11,9건
행복찹쌀떡,떡/한과,4.3,서울 서초구 방배로 248 1층,매일 08:00 ~ 22:00,1661-1281,10,15건
서초갈비 서초본점,육류/고기,2.9,서울 서초구 반포대로 12 2층,매일 11:30 ~ 22:00,02-582-2988,9,9건
육갑식당 잠원직영점,육류/고기,4.1,서울 서초구 잠원로 46-3 지하1층/ 1층,영업시간 월~금 15:00 ~ 24:00,,166,12건
기꾸,초밥/롤,3.5,서울 서초구 동광로1길 112 롯데캐슬헤론 제1층 104호,매일 11:30 ~ 22:00 · 브레이크타임 매일 14:30 ~ 17:30,02-525-6530,25,38건
아티장베이커스 서래점,제과/베이커리,4.2,서울 서초구 서래로 35 1층,매일 09:00 ~ 21:00,02-533-7259,20,15건
나무이자카야 강남4호점,술집,4.0,서울 서초구 서초대로78길 26,영업시간 매일 16:00 ~ 03:30,02-588-6787,11,7건
육통령,육류/고기,2.7,서울 서초구 반포대로20길 69,매일 11:30 ~ 01:00 · 브레이크타임 매일 15:00 ~ 17:00,010-3942-8592,22,10건
초동집 본점,육류/고기,4.3,서울 서초구 방배천로 22,월~토 11:00 ~ 23:00,02-585-2722,35,15건
빕스 반포역점,패밀리레스토랑,2.7,서울 서초구 신반포로 257 3층,매일 12:00 ~ 20:30 · 브레이크타임 매일 15:30 ~ 17:30,0507-1334-5997,28,14건
유다 서래마을점,일본식주점,3.8,서울 서초구 동광로39길 50 1층,,02-594-6282,23,8건
하트타임,호프/요리주점,3.6,서울 서초구 신반포로 195,매일 11:00 ~ 01:00,02-599-8048,99,36건
스푼더스트릿 강남역1호점,샤브샤브,2.6,서울 서초구 서초대로73길 7 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:30 ~ 17:30,02-595-0880,44,19건
일미옥,한식,3.1,서울 서초구 서초대로19길 10-21,매일 11:00 ~ 21:40 · 브레이크타임 매일 15:00 ~ 17:00,02-533-7199,40,15건
