식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
커피하우스반달,디저트카페,4.2,서울 성북구 장월로23길 5-10 1층,화~일 11:00 ~ 17:00,,9,9건
한마리채서서갈비,갈비,3.7,서울 성북구 동소문로20길 37,,02-742-8959,357,3건
사계진미숯불닭갈비 성신여대역점,닭요리,3.3,서울 성북구 동소문로20길 29-17 1층,월/화/목/금/토/일 12:00 ~ 24:00,,32,4건
오보록,제과/베이커리,3.8,서울 성북구 성북로 63,화~일 08:00 ~ 21:00,02-929-2555,30,19건
명문막국수,국수,3.3,서울 성북구 창경궁로 319 1/2층,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-745-3389,23,23건
1954무한등심,육류/고기,3.6,서울 성북구 한천로 595,,,2,11건
김경환의이웃사촌,한정식,2.3,서울 성북구 화랑로 280 3층,,02-965-2547,5,3건
맥도날드 안암점,패스트푸드,1.9,서울 성북구 고려대로24길 42,매일 00:00 ~ 24:00,070-7017-0367,8,32건
구룡포계절횟집,회,2.3,서울 성북구 고려대로7길 110,매일 12:00 ~ 24:00,02-927-5340,25,13건
트라타,멕시칸/브라질,2.5,서울 성북구 고려대로28길 14,월~금 11:00 ~ 22:00,02-921-0901,26,35건
스타벅스 종암점,커피전문점,4.1,서울 성북구 종암로 122,월~금 07:00 ~ 21:00,1522-3232,9,7건
구름파스타,이탈리안,4.4,서울 성북구 보국문로20길 18 대선빌딩 1층,화요일,02-6053-9090,17,8건
멘보샤 종암점,호프/요리주점,4.3,서울 성북구 월곡로 59 1층,영업시간 월~토 17:00 ~ 02:00,010-8740-3345,12,12건
놈파스타,이탈리안,3.1,서울 성북구 보문로30길 81,화~금 11:00 ~ 22:00,02-929-1354,43,15건
삼대족발 석관점,족발/보쌈,3.4,서울 성북구 한천로 595,,02-968-6300,45,10건
태성순대국,순대,4.0,서울 노원구 화랑로43길 18,매일 07:30 ~ 21:30,02-912-6819,14,12건
스시현,초밥/롤,3.6,서울 성북구 오패산로4길 32 은혜타워 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 15:00 ~ 16:30,02-909-6460,33,22건
더씨,중화요리,4.0,서울 성북구 개운사길 8 2층,월~토 11:00 ~ 21:00,02-928-1259,18,2건
와플앨리 성신여대점,제과/베이커리,4.6,서울 성북구 보문로34길 68-3 1층,매일 11:00 ~ 23:00,02-6203-8879,65,17건
짬뽕지존 성신여대점,중화요리,3.9,서울 성북구 동소문로20길 40,매일 00:00 ~ 24:00,0507-780-5943,80,21건
하오하오츠 정릉점,중화요리,3.1,서울 성북구 서경로 37,매일 11:30 ~ 21:30 · 브레이크타임 매일 15:00 ~ 17:00,02-918-2848,21,9건
너의냠냠버거,햄버거,4.6,서울 성북구 성북로7길 4 1층,화~일 12:00 ~ 21:00 · 브레이크타임 화~일 15:30 ~ 17:00,070-8731-3001,41,30건
헬로방방 돌곶이역점,키즈카페,4.8,서울 성북구 화랑로 248 장위뉴타워 14층,월~금 11:00 ~ 20:00,02-959-0077,7,4건
쎄오쎄오,베트남음식,3.9,서울 성북구 보문로34길 56 지하1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~금 15:00 ~ 17:00,,98,35건
섭지코지,일식,3.0,서울 성북구 성북로 118-5,월~금 11:30 ~ 22:00,02-3673-5600,1,7건
비너발트,호프/요리주점,4.0,서울 성북구 월곡로 112,영업시간 월~토 17:00 ~ 02:00,02-919-8848,36,11건
아바이토종순대국 안암오거리점,순대,3.4,서울 성북구 안암로9가길 80-17 1층,,02-928-3646,5,18건
스타벅스 한성대입구역점,커피전문점,3.3,서울 성북구 성북로 11,매일 07:00 ~ 22:00,1522-3232,8,13건
문가네정육식당 종암점,육류/고기,3.7,서울 성북구 종암로 86 1층,매일 11:00 ~ 24:00,02-909-0354,11,3건
대왕유통직영셀프민물장어,장어,3.7,서울 성북구 보국문로 195,매일 10:30 ~ 22:00,02-914-8384,8,3건
카페온더플랜,카페,2.3,서울 성북구 동소문로22길 39-4,매일 08:00 ~ 05:00,02-6215-1020,23,17건
알루엣,디저트카페,4.0,서울 성북구 서경로 60 롯데캐슬골든힐스 상가동 108호,매일 09:00 ~ 20:00,02-919-9505,30,8건
투썸플레이스 성신여대점,커피전문점,2.5,서울 성북구 동소문로20다길 17 2층,매일 09:00 ~ 24:00,02-923-7707,5,19건
마이란,양식,4.4,서울 성북구 동소문로22길 33-9 1층,화~일 11:40 ~ 19:00 · 브레이크타임 화~일 15:00 ~ 16:00,,73,25건
버거킹 종암점,패스트푸드,3.1,서울 성북구 종암로 123 우영타워 1층,매일 09:00 ~ 24:00,070-7462-6709,9,10건
인생전집,한식,4.6,서울 성북구 보문로38길 11 동일하이빌 113호,영업시간 월~토 16:00 ~ 24:00,02-948-5240,46,11건
어흥식당 안암1호점,스테이크/립,4.2,서울 성북구 고려대로27길 40 1층,월~금 11:30 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,,25,22건
태성사골탕,설렁탕,4.5,서울 성북구 화랑로33길 38,매일 11:00 ~ 22:00,02-918-6658,5,13건
역전할머니맥주 성신여대점,호프/요리주점,2.8,서울 성북구 동소문로20길 37-24 1층,영업시간 매일 17:00 ~ 02:00,02-6349-0098,31,4건
쥬롱쥬롱,디저트카페,5.0,서울 성북구 정릉로26길 51 1층,화~토 10:00 ~ 20:00,010-4862-6897,48,4건
펠어커피 성신여대점,커피전문점,4.6,서울 성북구 동소문로17길 17 1층,매일 10:00 ~ 22:00,02-922-3848,103,16건
돈암순대김밥,분식,4.0,서울 성북구 동소문로18길 12,월~토 09:00 ~ 18:00,02-922-9210,28,19건
금한우 성신여대점,육류/고기,3.4,서울 성북구 고려대로7길 100,영업시간 매일 15:30 ~ 22:30,010-3741-8538,121,5건
매스플레이트 안암본점,이탈리안,3.9,서울 성북구 개운사길 18,매일 11:00 ~ 21:30 · 브레이크타임 매일 15:00 ~ 16:30,,24,12건
PRD카페,카페,3.2,서울 성북구 동소문로25길 9,매일 12:00 ~ 22:00,,39,59건
이씨네빵집,디저트카페,4.2,서울 성북구 보문로 173-2 1층,매일 08:00 ~ 21:00,02-6081-4152,34,34건
미스터국밥,국밥,4.7,서울 성북구 고려대로 102 2층,매일 00:00 ~ 24:00,02-928-9938,11,10건
황해옥감자탕 돈암본점,감자탕,3.6,서울 성북구 보문로40길 23,매일 10:00 ~ 24:00,02-929-2935,26,12건
디저트39 길음뉴타운점,디저트카페,4.0,서울 성북구 길음로 33 길음뉴타운 상가B동 29호,화~일 10:00 ~ 23:00,02-6449-3939,6,4건
소르빌로1991,이탈리안,3.9,서울 성북구 동소문로24길 14 2층,매일 12:00 ~ 24:00,02-919-4525,49,9건
우드&브릭 성북점,디저트카페,3.0,서울 성북구 성북로 120,매일 08:00 ~ 22:00,02-741-1171,9,7건
어제그쭈꾸미집,해물/생선,4.6,서울 성북구 한천로76길 33-12,매일 12:00 ~ 24:00,02-965-3302,22,5건
마이버터드림,디저트카페,3.9,서울 성북구 고려대로 43,월/화/일요일,02-6085-0111,45,12건
라체나1907,양식,4.1,서울 성북구 한천로80길 63,화~일 11:30 ~ 23:00,02-6013-1907,35,8건
할매숯불닭갈비,닭요리,4.2,서울 성북구 동소문로20길 37-5,영업시간 매일 14:00 ~ 02:00,02-928-9993,33,20건
타이방콕,태국음식,4.2,서울 성북구 북악산로 744 2층,화~일 11:00 ~ 21:00,02-909-5257,36,13건
샐러드프린세스,카페,4.5,서울 성북구 화랑로13길 42 2층,월~토 10:30 ~ 21:00,02-916-0027,28,6건
로맨틱식탁,이탈리안,4.6,서울 성북구 보문로34길 45 지하 1층,화요일,070-7675-0411,141,8건
원조마포소금구이 석계점,육류/고기,3.7,서울 성북구 화랑로40길 55,매일 11:00 ~ 23:00,02-969-8292,26,3건
토리돈까스,양식,3.1,서울 성북구 화랑로13길 24 2층,월~토 11:00 ~ 20:30,02-919-9617,23,12건
닭만리 성신여대점,치킨,2.6,서울 성북구 보문로30라길 14 1층,영업시간 매일 17:00 ~ 24:00,0507-1327-2590,30,8건
하남돼지집 종암점,삼겹살,3.3,서울 성북구 종암로 73,영업시간 월~금 17:00 ~ 24:00,02-921-3151,13,11건
돈암동찌개 본점,찌개/전골,4.1,서울 성북구 동소문로20나길 34,매일 00:00 ~ 24:00,02-924-9687,28,10건
선화슈퍼가맥,술집,3.6,서울 성북구 보문로30라길 16,,02-925-4627,52,5건
포앤시드니,동남아음식,3.5,서울 성북구 보문로34길 77 동양빌딩 2층,매일 10:00 ~ 22:00,02-929-9390,42,11건
토로생선구이,해물/생선,4.8,서울 성북구 고려대로28길 14,,02-923-3539,18,10건
다옴룸카페,테마카페,4.5,서울 성북구 동소문로20길 29-18 3층,매일 10:30 ~ 23:30,02-922-8898,6,4건
이세돈가스 고려대점,돈까스/우동,4.3,서울 성북구 개운사길 32 1층,,02-927-7749,27,28건
엠오리진,카페,3.8,서울 성북구 삼양로 40 1층,화~일 11:00 ~ 17:00,070-7782-4557,28,10건
계모임,닭요리,4.3,서울 성북구 보문로30라길 5-10,영업시간 매일 16:00 ~ 01:00,02-921-8433,67,9건
애정훠궈 2호점,샤브샤브,3.9,서울 성북구 동소문로20나길 16 2층,매일 12:00 ~ 24:00,,24,9건
모심 한정식,한정식,3.5,서울 성북구 개운사길 8 3층,매일 10:30 ~ 21:30,02-924-5551,17,10건
버거킹 석관점,패스트푸드,3.8,서울 성북구 돌곶이로 50 상희빌딩 1~2층,매일 10:00 ~ 22:00,070-5138-3074,8,11건
육백집,육류/고기,2.6,서울 성북구 동소문로25길 61 1층,영업시간 매일 13:00 ~ 23:00,02-921-5340,65,5건
청년다방 월곡역점,떡볶이,3.0,서울 성북구 월곡로 108 우성빌딩 1층,월~금 11:00 ~ 22:00,02-909-0319,11,4건
아틀리에 하모니,카페,3.6,서울 성북구 보문로 77-1,화~목 11:00 ~ 19:00,,44,13건
육수당 성신여대점,국밥,3.2,서울 성북구 동소문로24길 9 1층,매일 10:00 ~ 22:00,02-928-0823,45,16건
미식구락부,일식,4.0,서울 성북구 동소문로26가길 8 1층,화~일 11:30 ~ 21:00 · 브레이크타임 화~일 15:00 ~ 17:00,02-922-6113,46,7건
역족 정릉점,족발/보쌈,4.4,서울 성북구 보국문로 75 대영빌딩 2층,매일 11:30 ~ 00:30,02-909-4644,41,10건
카페58.4,카페,3.5,서울 성북구 성북로16길 4-13,화~일 10:00 ~ 22:00,02-743-8340,50,16건
어스 핸드위치,양식,4.1,서울 성북구 동소문로22길 62 2층 201호,화~토 11:30 ~ 20:30,010-9836-3114,52,19건
치치 성신여대점,실내포장마차,4.5,서울 성북구 동소문로20길 37-12,영업시간 월~토 17:30 ~ 03:00,02-921-8520,92,2건
커피빈 한성대입구역점,커피전문점,3.7,서울 성북구 삼선교로 12 1층,월~금 07:00 ~ 23:00,02-766-7951,6,10건
가야가야,일본식라면,2.6,서울 성북구 동소문로22길 57-10,매일 11:00 ~ 21:00,02-929-7877,101,23건
한우누렁소,육류/고기,3.7,서울 성북구 동소문로20가길 46 1층,매일 00:00 ~ 24:00,02-921-0025,16,6건
스타벅스 미아점,커피전문점,4.1,서울 성북구 동소문로 314,월~금 07:30 ~ 20:00,1522-3232,10,12건
식빵이맛있는집 네모 고대직영점,제과/베이커리,2.4,서울 성북구 고려대로 96,매일 08:30 ~ 22:30,02-3272-8400,61,11건
스시현,초밥/롤,2.8,서울 성북구 동소문로8길 16 1층,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-744-2257,14,13건
자미원,중화요리,4.0,서울 성북구 삼선교로 77,매일 11:30 ~ 22:00,02-921-7888,4,16건
카페아무흐,카페,2.5,서울 성북구 보문로21길 19-2,월~금 12:00 ~ 21:00,,74,6건
임흥수의자연밥상,쌈밥,2.4,서울 성북구 성북로2길 24,매일 10:00 ~ 22:00,02-741-2333,61,14건
스타벅스 월곡역점,커피전문점,3.1,서울 성북구 화랑로 76 1층 101-1호,화~금 07:00 ~ 22:00,1522-3232,5,10건
에그드랍 길음뉴타운점,샌드위치,3.5,서울 성북구 길음로7길 6 1층 2호,매일 09:00 ~ 21:00,02-6671-9389,6,4건
어리랑 3호점,회,4.0,서울 성북구 삼선교로23길 3,영업시간 화~일 16:00 ~ 24:00,02-928-2232,12,10건
진주품은활어 길음점,회,3.0,서울 성북구 동소문로 289,,02-984-3200,7,2건
KFC 돈암동1점,패스트푸드,2.1,서울 성북구 동소문로20나길 18,매일 10:30 ~ 23:00,02-922-3392,9,14건
홈타운바베큐치킨,치킨,4.9,서울 성북구 서경로 92,월~금 12:00 ~ 01:00,02-914-0011,19,11건
빛나는바다 석계점,회,1.8,서울 성북구 한천로78길 66,매일 11:00 ~ 05:00,02-3293-0101,12,6건
칠백집서울껍데기,육류/고기,3.5,서울 성북구 보문로30길 39 1층,매일 12:00 ~ 02:00,,36,2건
카페패밀리앤프렌즈,카페,4.9,서울 성북구 삼선교로14길 37,월~금 09:30 ~ 21:00,010-9254-5442,26,23건
오늘와인한잔 성신여대점,와인바,3.0,서울 성북구 보문로34길 56 1층,영업시간 매일 15:00 ~ 03:00,02-6956-1787,50,8건
카페구월,카페,3.5,서울 성북구 보문로30길 43 1~3층,월~토 10:00 ~ 23:00,070-8875-2624,18,21건
수마카롱,제과/베이커리,4.4,서울 성북구 보국문로16길 74 1층,,,10,7건
본크레페,패스트푸드,4.4,서울 성북구 동소문로20다길 28,,,53,11건
도리연 닭도리탕 성신여대점,닭요리,4.2,서울 성북구 동소문로20길 37-19,매일 12:00 ~ 24:00,070-4090-3454,17,9건
카페마노아 성신여대점,카페,3.0,서울 성북구 보문로34길 51 2층,월~토 09:00 ~ 18:00,02-921-1291,47,2건
킨폭스커피,카페,4.4,서울 성북구 보국문로 87-22,매일 10:00 ~ 23:00,,5,9건
임금님수타자장면,중화요리,2.8,서울 성북구 보국문로 91,,02-914-1831,4,21건
이향,한식,2.1,서울 성북구 성북로26길 13,,02-742-5525,12,13건
원조손칼국수,국수,4.8,서울 성북구 종암로 113,,02-923-0681,5,8건
전통평양만두,분식,2.6,서울 성북구 보문로32길 34,,02-928-2434,11,5건
동병상련 본점,떡/한과,4.6,서울 성북구 선잠로5길 96,화~일 10:00 ~ 18:00,02-391-0077,8,5건
고향돌김치삼겹살,삼겹살,4.8,서울 성북구 보문로32길 44,영업시간 매일 17:00 ~ 01:00,02-953-6686,17,10건
맥도날드 삼선점,패스트푸드,1.9,서울 성북구 동소문로 13 일화빌딩 1층,매일 08:00 ~ 24:00,070-7209-1546,4,28건
유즈리스어덜트,카페,4.2,서울 성북구 보문로18길 25 1층,매일 12:00 ~ 23:00,0507-1421-7017,74,23건
불타는소금구이,육류/고기,4.8,서울 성북구 보문로30길 43-3,영업시간 월~금 16:00 ~ 24:00,,29,5건
네임드에스프레소,커피전문점,3.5,서울 성북구 성북로6길 2-2 1층,월/화/수/목/토 10:00 ~ 22:00,02-765-5556,44,52건
스타벅스 장위뉴타운점,커피전문점,3.3,서울 성북구 장월로38길 4 1/2층,매일 08:00 ~ 21:00,,3,12건
아케미,디저트카페,4.9,서울 성북구 숭인로2길 82,,02-6409-0011,14,22건
응담말,육류/고기,3.7,서울 성북구 동소문로24길 20,,02-926-6762,25,13건
이웃집라자냐,이탈리안,4.3,서울 성북구 오패산로 23 태은빌딩 1층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3292-1074,23,3건
서도바지락칼국수,국수,3.8,서울 성북구 동소문로20길 28-8,매일 10:30 ~ 21:00,02-924-3355,31,11건
명륜진사갈비 서울상월곡점,갈비,4.4,서울 성북구 장월로1길 57 104/ 105호,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 16:30,02-941-9279,13,12건
커피나무 성신여대점,커피전문점,3.3,서울 성북구 보문로30길 79 1/ 2층,매일 09:30 ~ 21:00,02-922-1672,24,13건
등마루 본점,한식,4.2,서울 성북구 동소문로20나길 12,영업시간 매일 16:00 ~ 03:00,02-929-5151,28,9건
대원칼국수,국수,4.1,서울 성북구 동소문로23길 8-5 1층,화~일 11:00 ~ 21:30 · 브레이크타임 화~금 15:30 ~ 17:00,02-924-7129,15,21건
보헤미안,커피전문점,3.3,서울 성북구 개운사길 22-3 지하 1층,월~금 12:00 ~ 21:00,02-927-7949,9,12건
소담,돈까스/우동,3.8,서울 성북구 지봉로24길 31,월~금 11:30 ~ 19:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-926-1626,18,9건
대동원회시장,회,4.1,서울 성북구 동소문로 72,매일 12:00 ~ 23:00,02-929-6933,10,9건
투썸플레이스 길음역점,커피전문점,2.1,서울 성북구 길음로 6,매일 08:30 ~ 23:40,02-943-5437,3,7건
스시히카리,초밥/롤,3.0,서울 성북구 정릉로 255-4,,02-943-1788,6,14건
숑디인오하라,카페,3.4,서울 성북구 보문로30길 80,월~토 12:00 ~ 23:00,,90,9건
셀프장어세상,장어,5.0,서울 성북구 정릉로 240,매일 11:00 ~ 23:00,02-943-6622,5,1건
미각 고대본점,양꼬치,2.4,서울 성북구 고려대로24길 44,매일 00:00 ~ 24:00,02-927-8858,18,15건
오토김밥 성북직영점,분식,5.0,서울 성북구 북악산로 855 1층,화~일 10:00 ~ 20:00,02-926-0111,7,2건
카페뮬,카페,4.1,서울 성북구 동소문로22길 64 2층,매일 11:00 ~ 22:00,02-6084-6083,16,12건
난이네곱창,곱창/막창,3.3,서울 성북구 동소문로 225-13,영업시간 매일 16:00 ~ 23:00,02-909-4301,20,9건
롯데리아 성신여대점,패스트푸드,3.8,서울 성북구 동소문로 117,매일 00:00 ~ 24:00,02-922-0902,12,16건
슬로우브레드파파,제과/베이커리,4.3,서울 성북구 보문로30나길 29,월~토 07:00 ~ 23:00,,28,19건
고기굽는마을,육류/고기,5.0,서울 성북구 삼선교로11길 10,영업시간 매일 17:00 ~ 01:00,02-742-0739,11,16건
숭덕분식,분식,5.0,서울 성북구 정릉로27길 15,,,9,2건
제이스케이크,제과/베이커리,4.4,서울 성북구 성북로31길 85-5,화/수요일,02-762-4810,11,14건
샌드위치 하우스,샌드위치,4.8,서울 성북구 보문로34가길 2,월~토 10:00 ~ 20:30,02-928-8450,23,38건
72420 성신여대점,베트남음식,4.9,서울 성북구 동소문로24길 13,매일 11:30 ~ 22:00,02-6015-0303,64,29건
조개까는총각네,조개,4.2,서울 성북구 보문로38길 25,,,28,5건
버거킹 안암오거리점,패스트푸드,2.1,서울 성북구 안암로 73,매일 09:00 ~ 24:00,02-922-0332,10,14건
장수한방족발보쌈,족발/보쌈,4.5,서울 성북구 정릉로 454,매일 11:00 ~ 01:00,02-923-9011,12,8건
버킷리스트 성신여대점,호프/요리주점,4.7,서울 성북구 동소문로20길 29-5 지하 1층,영업시간 매일 18:00 ~ 03:00,02-924-3022,40,3건
돌쇠참나무장작구이,치킨,4.2,서울 성북구 동소문로20길 31,,02-929-1585,20,5건
스타벅스 삼선교점,커피전문점,3.2,서울 성북구 동소문로 10 1~2층,월~금 07:30 ~ 20:30,1522-3232,7,13건
장위기사식당,기사식당,4.2,서울 성북구 돌곶이로 215,매일 00:00 ~ 24:00,02-917-4009,8,6건
오봉집,삼계탕,3.7,서울 성북구 화랑로 57 진양빌딩 1층,매일 11:30 ~ 22:00,02-918-9900,56,3건
명륜진사갈비 서울보문점,갈비,4.9,서울 성북구 보문로 94,매일 12:00 ~ 23:00,02-929-1777,14,12건
언니네반점,중식,4.3,서울 성북구 고려대로27길 42,매일 10:00 ~ 23:00,02-953-7878,32,23건
고석환손만두 삼선교점,한식,4.0,서울 성북구 성북로2길 55,매일 11:00 ~ 21:00,02-744-1990,13,6건
포차천국 성신여대점,실내포장마차,0.0,서울 성북구 동소문로20다길 7 1층,영업시간 매일 17:00 ~ 05:00,,14,0건
스시만,일식,2.9,서울 성북구 종암로19길 17,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 17:00,02-924-0771,9,10건
꾸이꾸이멱살,육류/고기,4.0,서울 성북구 동소문로22길 25-5 1층,영업시간 월~토 17:00 ~ 24:00,0507-1365-1217,161,4건
손가네곰국수설렁탕,설렁탕,3.7,서울 성북구 성북로15길 8,매일 10:30 ~ 21:30,02-743-8937,5,10건
진미숯불닭갈비,닭요리,5.0,서울 성북구 화랑로 92 1층,영업시간 매일 15:00 ~ 03:00,02-943-4386,16,4건
남한강매운탕 정릉점,매운탕/해물탕,4.2,서울 성북구 보국문로 197 1층,월/화/목/금/토/일 10:00 ~ 22:00,02-941-7766,17,6건
곱분이곱창 동덕여대점,곱창/막창,3.7,서울 성북구 화랑로 99,매일 12:00 ~ 24:00,02-909-5361,56,3건
도이칠란드박,양식,4.2,서울 성북구 솔샘로6길 30-15 1층,화~일 10:00 ~ 22:00,,25,11건
고려성,중화요리,3.3,서울 성북구 안암로 69-1 2층,매일 10:00 ~ 21:00,02-923-9577,21,10건
장위동유성집 고대점,육류/고기,3.1,서울 성북구 안암로 117,매일 11:00 ~ 23:00,02-922-5443,12,7건
커피빈 고대안암역점,커피전문점,2.1,서울 성북구 개운사길 8 타이거빌딩 1층,월~금 07:00 ~ 24:00,02-953-6652,2,8건
나그네파전,한식,4.9,서울 성북구 고려대로28길 7-4,영업시간 매일 16:30 ~ 22:30,02-929-4838,10,10건
해변쭈꾸미숯불구이 본점,해물/생선,5.0,서울 성북구 한천로78길 46,매일 11:00 ~ 23:00,02-957-2334,16,1건
피쉬마루 석계본점,회,4.0,서울 성북구 화랑로40길 53,매일 11:30 ~ 01:00,02-969-0224,15,3건
무한리필고기굼터,육류/고기,2.4,서울 성북구 동소문로6길 4-23,매일 12:00 ~ 23:00,02-762-8850,10,9건
버거킹 성신여대입구역점,패스트푸드,3.2,서울 성북구 동소문로 120,매일 09:00 ~ 24:00,070-7462-8547,1,5건
두에꼬제 성북점,이탈리안,4.6,서울 성북구 성북로19길 9,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 17:00,02-747-1405,8,12건
스시미,일식집,4.8,서울 성북구 보문로30길 84,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:30 ~ 16:30,02-923-2220,19,16건
연화화덕생선구이 본점,해물/생선,4.0,서울 성북구 보문로34길 31,,02-929-4113,15,11건
유정,육류/고기,2.0,서울 성북구 북악산로29길 7,,02-928-6256,2,7건
모두와 즉석떡볶이,떡볶이,4.4,서울 성북구 동소문로20다길 30-3 1층,매일 10:00 ~ 21:50,02-921-3726,18,12건
나카노라멘 성신여대점,일본식라면,2.8,서울 성북구 동소문로24길 27,월~토 11:00 ~ 21:00,02-953-6256,49,18건
도시포차,실내포장마차,5.0,서울 성북구 동소문로20길 37-6 해송빌딩 1층,,02-921-7233,13,1건
안동할매청국장,한식,2.8,서울 성북구 성북로5길 9-3,매일 08:00 ~ 21:30,02-743-8104,8,18건
홍두깨손칼국수,국수,4.2,서울 성북구 도봉로 7-6,월~토 09:30 ~ 20:30,02-988-1112,13,11건
영석이네,갈비,3.8,서울 성북구 보문로38길 43,,02-921-6754,9,8건
프로젝트얼스,카페,4.7,서울 성북구 성북로15길 21,화요일,,15,26건
지하서재,술집,4.8,서울 성북구 보국문로18길 34,영업시간 화~토 19:00 ~ 00:00,02-941-1834,10,8건
플레이스엔,카페,4.1,서울 성북구 정릉로 77 복지관 2층,월~금 08:30 ~ 18:30,02-910-5238,12,7건
카페마노아 꿈의숲점,카페,5.0,서울 성북구 장월로23길 47-3 1/2층,월~토 08:30 ~ 18:00,02-747-1001,8,4건
배떡 성신여대점,떡볶이,5.0,서울 성북구 동소문로24가길 18 1층,매일 11:00 ~ 21:50 · 브레이크타임 매일 15:00 ~ 16:30,02-922-0333,4,2건
팔백집,갈비,5.0,서울 성북구 오패산로 36 1층,매일 11:30 ~ 24:00,02-913-2600,9,1건
성북동막걸리,호프/요리주점,4.2,서울 성북구 동소문로2길 25,,02-747-6165,6,5건
부부셰프,이탈리안,4.2,서울 성북구 성북로2길 21,매일 11:30 ~ 21:30 · 브레이크타임 월~금 15:00 ~ 17:00,02-763-4931,11,12건
쌀떡볶이나라,떡볶이,2.4,서울 성북구 아리랑로 38 정우빌딩1층,화요일,02-923-4243,7,15건
벤베누토,양식,4.3,서울 성북구 동소문로20나길 39 2층,매일 12:00 ~ 22:00 · 브레이크타임 매일 16:00 ~ 18:00,02-6011-0580,74,8건
일심해장국,해장국,3.7,서울 성북구 동소문로 328,,02-912-7020,4,7건
레지아노,이탈리안,4.2,서울 성북구 보문로30길 74 1층,매일 11:00 ~ 21:30,02-925-4255,43,26건
등촌샤브칼국수 안암점,샤브샤브,3.5,서울 성북구 개운사길 11,월~토 10:00 ~ 21:30,02-927-7787,31,16건
모드에,제과/베이커리,4.3,서울 성북구 동소문로25길 40 1층,화~금 10:30 ~ 20:00,,22,6건
카페그냥그냥,카페,4.6,서울 성북구 아리랑로5길 151,화요일,02-943-1579,16,7건
먹삼김치삼겹살,육류/고기,4.8,서울 성북구 보문로 105-1,영업시간 매일 15:00 ~ 23:00,02-923-5399,10,8건
파도의숲,카페,4.9,서울 성북구 삼선교로24길 40 1층,월~토 11:00 ~ 20:00,010-2332-2754,23,34건
소테,이탈리안,4.6,서울 성북구 보문로30길 77,월~토 11:00 ~ 21:00,02-922-3738,25,30건
KFC 고대안암점,패스트푸드,3.0,서울 성북구 개운사길 5 세한빌딩 1층,매일 10:00 ~ 24:00,02-923-8162,4,9건
백암토종순대전문점,순대,3.3,서울 성북구 한천로 572,,02-964-2873,13,11건
호우양꼬치 성신여대점,양꼬치,5.0,서울 성북구 동소문로20다길 11 1층,영업시간 매일 17:00 ~ 03:00,02-929-6890,24,2건
꿀단지 성신여대점,족발/보쌈,5.0,서울 성북구 동소문로20나길 26 1층,영업시간 매일 16:30 ~ 01:00,02-926-2002,39,5건
동북미식,중화요리,3.3,서울 성북구 아리랑로 23,매일 10:00 ~ 22:00,02-921-8884,16,7건
베르데나인,멕시칸/브라질,3.7,서울 성북구 동소문로20길 28-3,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,11,14건
마늘과올리브 성신여대점,이탈리안,3.7,서울 성북구 동소문로22길 29 2층,매일 11:00 ~ 22:00,02-929-6604,22,22건
더고집 월곡점,갈비,3.8,서울 성북구 오패산로 16,영업시간 화 17:00 ~ 23:00,02-912-7792,4,4건
비야부대찌개 본점,찌개/전골,4.3,서울 성북구 개운사길 42-4 1층,매일 10:00 ~ 22:00,02-923-6070,23,16건
마이셰프,이탈리안,4.0,서울 성북구 고려대로24가길 14-1,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,070-7799-6768,12,6건
스시진,초밥/롤,4.1,서울 성북구 안암로 69-1,매일 11:30 ~ 24:00 · 브레이크타임 매일 14:30 ~ 17:30,02-922-4638,0,9건
당신의나의케이크,제과/베이커리,5.0,서울 성북구 보문로32길 96,월~토 12:00 ~ 20:00,02-922-2016,14,2건
이자카야주니,일본식주점,0.0,서울 성북구 동소문로18길 24-24 1층,,02-922-1276,252,0건
현참치,참치회,3.0,서울 성북구 보문로 171,매일 11:30 ~ 24:00 · 브레이크타임 매일 15:00 ~ 17:00,02-929-0300,22,4건
손가네민물장어 본점,장어,3.7,서울 성북구 삼양로 26,,02-981-7777,8,6건
나나케이크 성신여대점,제과/베이커리,3.0,서울 성북구 보문로34길 54,매일 10:00 ~ 23:00,,5,6건
참맛감자탕 석관점,감자탕,4.0,서울 성북구 돌곶이로 68,매일 00:00 ~ 24:00,02-967-9293,10,15건
정릉골오리능이백숙,오리,1.7,서울 성북구 솔샘로 16-7,매일 11:00 ~ 22:00,02-913-4567,17,3건
한우설렁탕,설렁탕,2.7,서울 성북구 삼선교로 85,매일 11:30 ~ 23:00,02-926-7766,7,3건
