식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
육풍 구로디지털단지점,육류/고기,4.3,서울 구로구 디지털로32나길 20,영업시간 월~금 15:30 ~ 01:00,02-838-0156,15,18건
백년갈비숯불화로구이,갈비,3.5,서울 구로구 서해안로 2316 1층,,02-2612-2422,15,8건
김사부 본점,육류/고기,3.0,서울 구로구 서해안로 2334 1층,월~금 14:00 ~ 24:00,02-2613-4892,45,7건
제주은희네해장국 신도림점,해장국,4.4,서울 구로구 공원로6나길 44 1층,월~토 08:00 ~ 02:00 · 브레이크타임 매일 15:00 ~ 17:00,02-863-7008,15,8건
홍두깨 손칼국수,국수,5.0,서울 구로구 오류로8길 53,,02-2616-6528,11,9건
등촌샤브칼국수 구로점,샤브샤브,3.8,서울 구로구 구로중앙로 57,화~일 11:00 ~ 22:00,02-857-2000,36,12건
구로안,육류/고기,3.0,서울 구로구 디지털로32나길 27-8 1층,월~금 12:00 ~ 24:00,02-830-1716,50,1건
용범이네인계동껍데기 구로디지털점,육류/고기,3.9,서울 구로구 디지털로34길 55 코오롱싸이언스밸리2차 B107호,매일 11:30 ~ 00:00,02-866-0810,56,8건
영양센타능이버섯백숙,삼계탕,2.6,서울 구로구 디지털로26길 110 동일테크노타운 2차 1층,매일 10:30 ~ 22:00,02-856-9292,29,7건
교촌치킨 구로디지털점,치킨,4.3,서울 구로구 디지털로26길 110,매일 12:00 ~ 24:00,02-856-5542,18,15건
달리마카롱,제과/베이커리,3.9,서울 구로구 경인로 158 상가동 103호,화~일 11:00 ~ 20:00,070-8793-1111,58,7건
한라산도새기 오류점,육류/고기,3.1,서울 구로구 서해안로 2318 1층,매일 11:00 ~ 24:00,02-2687-9768,28,15건
하오탕마라탕,퓨전요리,4.1,서울 구로구 디지털로26길 111 제이앤케이디지털타워 지하 1층 7호,월~금 11:30 ~ 21:30,02-6124-6199,53,15건
교대이층집 구로디지털단지점,육류/고기,2.7,서울 구로구 디지털로32나길 17-6 1층,영업시간 월~금 15:00 ~ 24:00,02-858-8587,42,7건
작업하는 카페에베르,카페,4.9,서울 구로구 경인로3길 77 세건빌딩 2층,월~토 10:00 ~ 22:00,02-2625-3467,8,9건
스타벅스 현대디큐브2F,커피전문점,3.8,서울 구로구 경인로 662,화~목 11:00 ~ 21:00,1522-3232,15,12건
구름산추어탕,추어,5.0,서울 구로구 디지털로31길 38-9 에이스테크노타워1차 107호,매일 10:00 ~ 22:00,02-838-3355,8,4건
입춘,분식,4.2,서울 구로구 디지털로35길 41 1층,월~금 11:30 ~ 19:30 · 브레이크타임 월~금 15:00 ~ 17:00,070-111,94,22건
포차천국 개봉점,호프/요리주점,5.0,서울 구로구 개봉로23가길 30 1층,영업시간 매일 17:00 ~ 05:00,02-2616-1090,3,1건
황비홍마라탕 구로본점,중화요리,2.3,서울 구로구 시흥대로 577-11 B동 1층,매일 00:00 ~ 24:00,02-852-1123,66,9건
대연각,중화요리,3.1,서울 구로구 경서로3길 1,매일 10:30 ~ 20:00,02-2612-0600,14,9건
거북솥삼겹살 체인본점,삼겹살,1.2,서울 구로구 디지털로32길 97-28,매일 00:00 ~ 24:00,02-856-9752,24,5건
옥상맥주,호프/요리주점,4.8,서울 구로구 디지털로32나길 16 춘자빌딩 4층,영업시간 월/화/수/목/일 16:00 ~ 04:00,010-4377-8571,44,4건
향원갈비,갈비,3.5,서울 구로구 개봉로20길 18,매일 11:00 ~ 22:00,02-2066-9292,16,8건
투썸플레이스 구로구청사거리점,커피전문점,5.0,서울 구로구 가마산로 250 광진빌딩,월~금 07:30 ~ 23:30,02-852-3431,5,3건
도원,중화요리,2.0,서울 구로구 디지털로32길 30 코오롱디지탈빌란트 1층 108호,월~금 09:30 ~ 21:00,02-856-8988,20,5건
새로이 신도림점,육류/고기,3.9,서울 구로구 공원로6나길 29-1 1층,영업시간 매일 16:00 ~ 01:00,02-863-1525,52,7건
백백분식,분식,3.0,서울 구로구 경인로33길 110 1층,화~일 09:30 ~ 21:00,,15,21건
돈구디,삼겹살,4.6,서울 구로구 디지털로32가길 25 1층,월~토 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-852-0880,30,17건
북창동순두부 신도림점,한식,3.3,서울 구로구 경인로 661 2층,월~금 11:00 ~ 22:30 · 브레이크타임 월~금 16:00 ~ 17:00,02-3439-7783,69,14건
동대문엽기떡볶이 구로점,떡볶이,4.3,서울 구로구 도림천로 338 2층,매일 10:30 ~ 23:40,02-868-8592,23,6건
마포족발순대국,족발/보쌈,2.4,서울 구로구 경인로 661 신도림1차푸르지오 1층 143호,매일 10:00 ~ 01:00,02-3439-7373,295,8건
개성면옥,냉면,2.1,서울 구로구 가마산로 204,매일 11:00 ~ 21:30,02-869-2760,16,12건
이스트바이게이트 신도림점,태국음식,2.4,서울 구로구 경인로 662 현대백화점디큐브시티 별관 2층,매일 11:00 ~ 22:00,02-2210-9244,87,18건
황제꽃소 오류본점,갈비,5.0,서울 구로구 경인로25길 3 1층,매일 12:00 ~ 02:00,02-2611-4890,12,5건
투썸플레이스 개봉역점,커피전문점,4.5,서울 구로구 남부순환로97길 20-1 1/2층,월~금 10:00 ~ 23:30,02-2618-8133,8,2건
키친브로망스,양식,5.0,서울 구로구 새말로16길 16 지하 1층,,070-7785-7339,27,8건
투썸플레이스 오류역점,커피전문점,2.2,서울 구로구 경인로 199-2 2/3층,매일 08:30 ~ 22:00,02-2611-8848,6,13건
육전생고기,육류/고기,2.8,서울 구로구 개봉로 69,매일 11:30 ~ 23:30,02-2616-6992,37,5건
돈까스클럽 고척점,돈까스/우동,1.8,서울 구로구 경인로43길 21,화~일 11:30 ~ 22:00,02-2615-7100,23,16건
라로쫭,샤브샤브,4.0,서울 구로구 구로동로42길 50 신성스카이뷰 2층,매일 11:00 ~ 23:00,010-7935-8288,18,1건
치즈스마일,피자,5.0,서울 구로구 개봉로3가길 59 1층,,02-2060-8972,0,31건
이조손칼국수,국수,3.9,서울 구로구 공원로7길 22,월~토 11:00 ~ 22:00,02-868-2633,12,11건
두메골닭갈비 신도림점,닭요리,4.4,서울 구로구 공원로6나길 49-2,매일 11:00 ~ 23:00,02-6369-5955,10,11건
품격사시미,일식,1.8,서울 구로구 디지털로32나길 23 1층 2호,영업시간 매일 16:00 ~ 03:00,02-862-7776,167,6건
아웃백스테이크하우스 딜리버리 구로점,패밀리레스토랑,5.0,서울 구로구 공원로 34,매일 11:00 ~ 21:30,1811-3650,2,1건
배떡 구디점,떡볶이,5.0,서울 구로구 디지털로31길 90 삼성래미안 상가동 1층,월~토 11:00 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 15:30,02-855-6233,3,3건
스타벅스 구로NC,커피전문점,4.6,서울 구로구 구로중앙로 152,매일 08:00 ~ 22:00,1522-3232,7,10건
한라산도새기,육류/고기,2.9,서울 구로구 경인로19가길 14-1,영업시간 매일 17:00 ~ 01:00,02-2616-7591,37,7건
스타벅스 구로에이스점,커피전문점,4.0,서울 구로구 디지털로 285 에이스트윈타워1 103호,월~금 07:00 ~ 17:00,1522-3232,8,8건
허수아비돈까스,돈까스/우동,4.1,서울 구로구 신도림로 16 신도림대림아파트 상가 1층 112호,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2677-6946,10,11건
한우마당 늘푸른점,육류/고기,4.0,서울 구로구 디지털로26길 98 디지털탑프라자 2층,,02-830-3233,23,3건
맥도날드 신도림디큐브점,패스트푸드,1.8,서울 구로구 경인로 662 지하2층,매일 07:00 ~ 22:00,070-7017-2423,11,15건
더바른숯불구이,육류/고기,4.3,서울 구로구 부일로 953 1층,매일 11:30 ~ 22:00,02-2611-9295,67,3건
딱좋아종합어시장포장전문점,회,5.0,서울 구로구 경인로11길 2-4 명성드림주상복합 101/ 103/ 104호,매일 12:00 ~ 02:00,02-2612-6585,7,2건
가마솥원조설렁탕,설렁탕,4.4,서울 구로구 고척로40길 33-4,매일 09:30 ~ 22:30,02-2615-5292,5,5건
어울림,한정식,1.9,서울 구로구 공원로 41 지하 1층,매일 11:30 ~ 22:00,02-867-9292,5,7건
낭만부대찌개,찌개/전골,3.5,서울 구로구 디지털로 288 지하 104호,월~금 11:00 ~ 21:00 · 브레이크타임 월~금 15:30 ~ 17:00,02-839-8090,34,17건
곱창역,곱창/막창,3.3,서울 구로구 새말로18길 20-7,,02-843-0759,25,8건
한돈보쌈 본점,족발/보쌈,4.8,서울 구로구 새말로 32 1층,,02-863-2780,22,9건
알파고보드카페,보드카페,2.7,서울 구로구 공원로6나길 12 2층,영업시간 매일 16:00 ~ 04:00,02-6369-1239,5,3건
투썸플레이스 신도림아름제일여성병원점,커피전문점,2.1,서울 구로구 새말로 94 1층,매일 07:30 ~ 22:00,02-866-7377,5,7건
컴포 구로구청점,베트남음식,4.3,서울 구로구 가마산로 286 2층,화~일 11:00 ~ 22:00,02-855-3841,10,11건
경복궁 디큐브점,한정식,2.6,서울 구로구 경인로 662 현대백화점 디큐브시티 6층,매일 11:00 ~ 22:00,02-2634-4433,45,5건
소담촌 구로역점,샤브샤브,4.0,서울 구로구 구로중앙로 134 신구로자이나인스에비뉴 2층,,02-6678-8090,20,4건
송주불냉면 구로1점,냉면,3.7,서울 구로구 구로동로 100 1층,매일 11:00 ~ 20:30,02-867-8354,16,10건
스타벅스 현대디큐브B2,커피전문점,3.1,서울 구로구 경인로 662 지하2층,월~목 07:00 ~ 21:00,1522-3232,14,14건
신사소곱창 신도림점,곱창/막창,4.0,서울 구로구 신도림로 7 금강리빙스텔 107호,월~금 11:30 ~ 24:00,02-3667-1209,11,6건
백년갈비,갈비,5.0,서울 구로구 경인로47길 95-1 정형빌딩 1층,,02-2618-6667,13,4건
무시칸 신도림역점,갈비,3.3,서울 구로구 새말로18길 36 1층,영업시간 월~토 17:00 ~ 23:00,02-855-2507,52,3건
바오밥 신도림점,호프/요리주점,3.0,서울 구로구 경인로 661 푸르지오 2층 246호,매일 14:00 ~ 02:00,02-2634-3666,47,4건
요리비아구찜 본점,아구,4.8,서울 구로구 중앙로 32 1층,,02-2687-1439,2,12건
이차돌 구로디지털역점,육류/고기,5.0,서울 구로구 디지털로32길 79 조영빌딩 1층,매일 11:00 ~ 01:00,02-859-5559,47,1건
석구네마포주먹고기,육류/고기,4.2,서울 구로구 경인로63길 21-10,영업시간 월~토 16:00 ~ 23:00,02-2632-9092,15,5건
소문난떡볶이순대,분식,3.5,서울 구로구 서해안로30길 13 1층,매일 11:00 ~ 22:00,,7,4건
노랑통닭 구로디지털역점,치킨,4.7,서울 구로구 디지털로32나길 17-22,영업시간 매일 15:00 ~ 01:00,02-867-1118,50,27건
우월소곱창,곱창/막창,3.8,서울 구로구 경인로 631 1층,영업시간 월/화/수/목/일 16:00 ~ 23:00,02-3667-2322,107,5건
푸짐한닭한마리,닭요리,5.0,서울 구로구 디지털로32나길 19,,02-852-5581,25,5건
설빙 구로고척점,디저트카페,1.7,서울 구로구 경서로 81 리케이빌딩 1층,매일 11:00 ~ 22:00,070-4177-0120,8,10건
호우양꼬치 구로디지털점,양꼬치,3.0,서울 구로구 디지털로32나길 17-6 2층,영업시간 매일 15:00 ~ 02:00,02-867-5858,28,6건
먹깨비김밥 구로점,분식,2.3,서울 구로구 디지털로32길 87,매일 00:00 ~ 24:00,02-856-2777,22,12건
애슐리퀸즈 NC신구로점,패밀리레스토랑,2.4,서울 구로구 구로중앙로 152 NC신구로점 TWO관 7층,매일 11:00 ~ 21:00,02-6923-2472,35,15건
아씨펍,호프/요리주점,3.5,서울 구로구 새말로 102 신도림포스빌 1층 147호,영업시간 월/화/수/목/일 17:00 ~ 02:00,,23,13건
엉베흐,와인바,5.0,서울 구로구 공원로8길 25 지하1층,영업시간 월/화/수/목/일 17:00 ~ 01:00,010-5800-9141,11,7건
개봉동장어,장어,3.7,서울 구로구 개봉로15길 13,매일 11:00 ~ 21:40,02-2688-9534,13,3건
생고기제작소 구로디지털단지역점,육류/고기,1.9,서울 구로구 디지털로34길 55,매일 11:00 ~ 24:00,02-839-1510,24,10건
스시쿠야,초밥/롤,4.0,서울 구로구 서해안로 2330 1층,월~토 11:00 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2612-3330,3,9건
신승반점 구로지밸리몰점,중식,2.8,서울 구로구 디지털로 300 지밸리비즈플라자 지하1층 107호,월~금 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-6344-3912,22,11건
최고당돈가스 고척돔점,돈까스/우동,3.3,서울 구로구 경인로47길 44-1 1층,,02-2685-0707,13,4건
청해진수산,회,4.0,서울 구로구 새말로 36,매일 12:00 ~ 24:00,02-861-7333,6,3건
마라나타,카페,3.1,서울 구로구 부일로 969,월~토 09:00 ~ 22:00,,15,10건
해초랑,한정식,2.6,서울 구로구 디지털로 288 대륭포스트타워1차 지하121/122호,월~금 11:30 ~ 21:00,02-868-4997,3,5건
롯데리아 신도림역점,패스트푸드,2.8,서울 구로구 경인로 661 신도림푸르지오1차 105호,매일 08:00 ~ 01:00,02-3439-8100,2,8건
명품청기와감자탕 개봉점,감자탕,4.5,서울 구로구 고척로 130 1층,매일 00:00 ~ 24:00,02-2618-5006,11,8건
손준초밥,초밥/롤,4.6,서울 구로구 디지털로32다길 23,화~일 14:00 ~ 02:00,02-852-2425,8,19건
숙성의미껍데기 신도림점,육류/고기,3.5,서울 구로구 새말로16길 20 1~2층,,02-855-2480,22,4건
우리옛날통닭,치킨,2.5,서울 구로구 오류로8길 107,,02-2060-9282,11,6건
량,중화요리,4.9,서울 구로구 디지털로 271 벽산디지털밸리3차 지하2층 B202호,,02-863-3277,30,7건
광산고기,육류/고기,5.0,서울 구로구 공원로8길 53 1층,영업시간 월~금 15:00 ~ 23:00,010-3591-3106,45,9건
춘천골,닭요리,2.6,서울 구로구 오류로8길 41,매일 11:30 ~ 23:10,02-2625-1938,21,11건
장어명가,장어,2.5,서울 구로구 중앙로 102 1층,매일 11:00 ~ 23:00,02-2060-7730,29,6건
신선설농탕 고척점,설렁탕,2.7,서울 구로구 고척동 72-1,화~일 00:00 ~ 24:00,02-2615-8080,14,6건
스타벅스 구로고척점,커피전문점,4.5,서울 구로구 경인로 387,매일 08:00 ~ 21:00,1522-3232,3,8건
조선화로집 구로디지털점,육류/고기,4.2,서울 구로구 디지털로31길 41 1층,매일 11:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-859-0092,16,5건
부뚜막청국장,찌개/전골,4.5,서울 구로구 개봉로 56,,02-2683-7997,7,8건
홍콩반점0410 구로디지털단지역점,중화요리,2.0,서울 구로구 디지털로32길 97-6 2층,월~금 10:30 ~ 21:00,02-863-3200,47,24건
토라,육류/고기,4.3,서울 구로구 도림천로 448 예성유토피아 201동 101호,,02-866-7982,21,3건
종가대박집 가리봉점,육류/고기,3.0,서울 구로구 남부순환로 1287,매일 00:00 ~ 24:00,02-855-0892,6,4건
카페영,카페,4.7,서울 구로구 고척로 127 2층,매일 10:30 ~ 23:00,02-2060-9084,11,6건
해남식당 구로디지털단지점,한식,3.1,서울 구로구 디지털로 300 지밸리비즈플라자 2층 207호,매일 11:00 ~ 22:00,02-6344-3949,94,8건
린초밥,초밥/롤,4.5,서울 구로구 디지털로32나길 17-45 2층,매일 11:00 ~ 23:00,02-852-5953,22,12건
고향마차,실내포장마차,4.2,서울 구로구 새말로4길 24,영업시간 매일 16:00 ~ 24:00,02-867-6442,9,6건
할리스 구로역점,커피전문점,4.4,서울 구로구 새말로 18-29 지하 1층~3층,매일 08:00 ~ 22:00,02-862-3216,6,8건
금수원,중화요리,1.4,서울 구로구 가마산로 279 1층,매일 00:00 ~ 24:00,02-843-8223,11,7건
홍춘천치즈닭갈비 고척점,닭요리,4.0,서울 구로구 경인로47길 31,영업시간 매일 16:00 ~ 24:00,02-2611-8958,1,2건
동대문엽기떡볶이 구로디지털단지역점,떡볶이,4.0,서울 구로구 시흥대로 563 2층,매일 11:00 ~ 00:30,02-852-8592,21,9건
콧수염포차,실내포장마차,3.7,서울 구로구 디지털로32나길 34 3층,영업시간 매일 15:00 ~ 05:00,0507-1300-9405,54,7건
도미노피자 개봉점,피자,4.8,서울 구로구 중앙로8길 11 고척월드메르디앙 상가 104호,매일 11:30 ~ 21:30,02-2611-3496,10,4건
맷돌손두부,두부전문점,4.7,서울 구로구 경인로 19,,02-2689-2031,4,6건
공간장어,한정식,3.8,서울 구로구 새말로18길 52,월~토 11:00 ~ 23:00,02-852-0202,34,8건
명륜진사갈비 구로점,갈비,1.0,서울 구로구 디지털로35길 37,,02-851-0232,8,40건
조선화로집 오류천왕역점,갈비,2.9,서울 구로구 오류로 20,매일 11:30 ~ 22:30,02-2617-9388,14,10건
이삭토스트 구로디지털단지점,토스트,3.8,서울 구로구 시흥대로163길 33 주호타워 104호,월~금 09:00 ~ 21:00,02-853-2003,8,9건
상하이몽,중화요리,4.6,서울 구로구 공원로 41 1층,,02-867-2299,9,9건
풍년숯불갈비,갈비,0.0,서울 구로구 구로중앙로 51,매일 10:00 ~ 22:30,02-869-5318,18,0건
청솔 칼국수,국수,4.0,서울 구로구 경인로 193-31,월~토 11:00 ~ 20:30 · 브레이크타임 월~토 15:50 ~ 17:00,02-2682-6118,17,6건
천년족발 구로디지털단지점,족발/보쌈,3.6,서울 구로구 시흥대로163길 33 주호타워 1층 105호,매일 11:30 ~ 24:00,02-853-1216,14,5건
소부리순대국,순대,3.0,서울 구로구 중앙로 9 2층,,02-2060-2280,4,13건
곱창고 신도림역점,곱창/막창,4.7,서울 구로구 새말로 102 신도림포스빌 123/124호,영업시간 매일 15:00 ~ 02:00,02-865-9048,15,6건
소담,삼계탕,5.0,서울 구로구 디지털로33길 28 지하1층,,02-2682-8382,17,4건
군산아구찜해물탕,아구,2.0,서울 구로구 디지털로32길 97-15,매일 00:00 ~ 24:00,02-863-0342,12,7건
일품각양꼬치훠궈 돔야구장점,양꼬치,4.5,서울 구로구 중앙로 32,,02-6368-9090,15,4건
고앤고 구로디지털점,육류/고기,4.8,서울 구로구 디지털로32가길 13 1층,영업시간 매일 17:00 ~ 01:00,02-857-8492,54,5건
라운드원,제과/베이커리,4.6,서울 구로구 공원로6가길 49 1층,,,31,7건
투썸플레이스 동양미래대점,커피전문점,5.0,서울 구로구 경인로47길 34-1 1층,,02-2615-7557,3,5건
맥도날드 신도림테크노점,패스트푸드,1.8,서울 구로구 새말로 97 1층,매일 08:00 ~ 22:00,02-2111-1377,6,12건
티엠 웨딩시티,뷔페,5.0,서울 구로구 새말로 97,,,0,2건
호우양꼬치 구로점,양꼬치,3.3,서울 구로구 공원로6나길 43-2 1층,영업시간 매일 15:00 ~ 01:00,02-830-7717,10,3건
철판집,철판요리,3.0,서울 구로구 경인로20가길 68 행복주택아파트 상가 115호,영업시간 매일 17:00 ~ 03:00,,14,2건
서울회마차,회,2.3,서울 구로구 고척로 231 1층,,02-2686-7730,11,3건
핑거존 브런치카페,카페,5.0,서울 구로구 천왕로2길 31,매일 09:00 ~ 02:00,02-6752-0114,7,2건
스시정,초밥/롤,4.1,서울 구로구 경인로 556 성신빌딩,매일 11:10 ~ 22:00,02-2633-1118,12,7건
뽕족 구로디지털점,족발/보쌈,4.0,서울 구로구 디지털로33길 12 우림이비지센타2차 104호,매일 10:00 ~ 24:00,02-890-7978,22,3건
나살던고향,실내포장마차,3.0,서울 구로구 디지털로32나길 12,월~금 11:00 ~ 03:00,02-869-9295,18,2건
교촌치킨 신도림1호점,치킨,1.5,서울 구로구 경인로59길 7 신도림6차대림아파트 상가 902동 111호,매일 12:00 ~ 24:00,02-2675-9288,4,8건
매니아곱창구이,곱창/막창,5.0,서울 구로구 도림로 97,영업시간 매일 15:00 ~ 01:00,02-859-5315,6,2건
안동축산정육식당,육류/고기,4.0,서울 구로구 경인로67길 67-37,,02-2636-5565,5,4건
도야미리숯불갈비,갈비,5.0,서울 구로구 신도림로 67,,02-2635-6877,15,2건
배스킨라빈스 구로디지털단지역점,아이스크림,2.8,서울 구로구 시흥대로 577-11,매일 10:00 ~ 24:00,02-866-7791,14,13건
김돈이,육류/고기,5.0,서울 구로구 디지털로32다길 15 1층 102호,영업시간 매일 16:30 ~ 01:00,02-863-7898,34,5건
은행나무칼국수,국수,3.7,서울 구로구 디지털로27가길 3-3,매일 11:00 ~ 23:00,02-854-8583,16,3건
남경,중화요리,3.3,서울 구로구 새말로18길 28,월~금 11:00 ~ 22:30,,9,4건
미방 신도림점,한식,5.0,서울 구로구 경인로 669-1,영업시간 매일 17:00 ~ 24:00,02-2634-0123,71,2건
메가커피 신도림역점,커피전문점,3.2,서울 구로구 경인로 661 신도림1차푸르지오상가 1층 133호,월~금 07:30 ~ 22:30,,7,5건
보은하다,카페,4.5,서울 구로구 경인로67길 23 신도림2차푸르지오 상가동 101-127호,매일 11:00 ~ 23:00,,7,8건
써브웨이 동양미래대점,샌드위치,2.9,서울 구로구 경인로 445-8 동양미래대 8호관,매일 08:00 ~ 23:00,02-2686-6890,4,8건
명륜진사갈비 서울개봉점,갈비,3.1,서울 구로구 개봉로 27,매일 12:00 ~ 23:00,02-2685-6601,24,11건
맘스터치 구로디지털단지역점,패스트푸드,1.5,서울 구로구 시흥대로 577 1층 7호,매일 10:00 ~ 01:00,02-853-8864,21,40건
헬로방방 신도림점,키즈카페,3.7,서울 구로구 경인로59길 8 태영프라자 713호,매일 10:00 ~ 20:00,02-2677-0045,4,6건
진자루,퓨전중식,4.8,서울 구로구 구로동로 226,,02-866-9737,5,5건
천사곱창 신도림역점,곱창/막창,2.7,서울 구로구 경인로67길 23 푸르지오상가2차 125호,,02-2632-8080,33,3건
우촌가마솥설렁탕,설렁탕,5.0,서울 구로구 구로중앙로 55 1층,매일 00:00 ~ 24:00,02-838-1776,10,3건
싱싱회센타,회,5.0,서울 구로구 경인로35길 113 1층,,02-2687-8883,4,3건
투썸플레이스 구로디지털점,커피전문점,2.0,서울 구로구 디지털로 306 대륭포스트타워 2차 107호,월~금 07:50 ~ 22:00,02-2082-0350,6,1건
일품마라탕 오류동점,중화요리,4.0,서울 구로구 경인로 208,매일 11:00 ~ 24:00,02-2135-9267,13,14건
신도림왕코등갈비,갈비,4.3,서울 구로구 공원로6나길 11-1,영업시간 매일 16:30 ~ 01:00,070-7782-6869,17,10건
전티마이 베트남쌀국수 구로점,베트남음식,4.7,서울 구로구 공원로 27,매일 14:00 ~ 17:00,,11,11건
한옥집김치찜 구로식객촌점,한식,2.0,서울 구로구 디지털로 300 지밸리비즈플라자 지하1층 108호,매일 11:00 ~ 21:30,02-6344-3952,33,7건
족발마을김족장 서울본점,족발/보쌈,3.0,서울 구로구 구로중앙로28길 16 1층,영업시간 매일 15:00 ~ 02:00,02-851-8292,2,2건
던킨도너츠 구로태평양물산점,도넛,3.1,서울 구로구 디지털로31길 12 102동 1호,월~금 08:00 ~ 20:00,02-858-3106,2,17건
마포집,곱창/막창,3.8,서울 구로구 공원로6나길 43-1,영업시간 매일 16:00 ~ 01:00,02-864-8723,12,9건
마프라오,커피전문점,4.7,서울 구로구 서해안로 2211,매일 10:00 ~ 21:00,070-4102-5701,6,3건
사생활,양식,3.3,서울 구로구 오류로8길 22 2층,매일 10:30 ~ 01:00,02-6952-8016,4,6건
오매네생면칼국수,국수,4.9,서울 구로구 공원로6나길 29-20,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-861-4134,15,10건
카페동네 궁동점,카페,4.7,서울 구로구 오리로 1303 1층,매일 10:00 ~ 22:00,02-2684-2015,18,6건
샤브향 구로점,동남아음식,3.9,서울 구로구 중앙로 13,매일 11:10 ~ 21:40,02-2686-1011,16,9건
소담소담,퓨전일식,4.9,서울 구로구 경인로 208 2층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,,11,13건
남원가마솥추어탕,추어,4.8,서울 구로구 새말로 81,매일 10:00 ~ 22:00,02-868-8836,6,5건
바다어시장,회,5.0,서울 구로구 경인로35길 67,월~토 14:00 ~ 02:00,02-6368-6092,6,3건
훔친장어 구로본점,장어,4.0,서울 구로구 새말로18길 28-5 지하 1층/ 1층,매일 11:00 ~ 23:00,02-861-0592,8,3건
밀앤비스트로,이탈리안,4.2,서울 구로구 도림로12길 20,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,,18,11건
강촌식당 구로디지털점,닭요리,5.0,서울 구로구 디지털로33길 12,월~토 11:00 ~ 23:00,02-858-0088,22,2건
푸얼문7542,카페,2.5,서울 구로구 새말로 102 신도림포스빌 별동 201호,매일 11:00 ~ 23:00,02-860-8333,35,2건
카페민트,카페,5.0,서울 구로구 경인로 572 스타팰리스 1층 107호,월~금 07:30 ~ 22:30,070-8811-5079,14,1건
스시쿠야 개봉점,초밥/롤,3.3,서울 구로구 경인로 330 1층,,02-2615-3330,8,3건
생고기제작소 구로점,육류/고기,3.8,서울 구로구 공원로 40,,02-859-9292,15,11건
태경소곱창,곱창/막창,5.0,서울 구로구 새말로 102 포스빌 지하 1층,영업시간 매일 16:00 ~ 24:00,02-860-8609,20,13건
영진네 바지락손칼국수,국수,4.8,서울 구로구 구로중앙로34길 33-46,매일 11:00 ~ 21:00,02-862-3199,13,8건
도미노피자 천왕점,피자,1.6,서울 구로구 오리로 1160,매일 11:30 ~ 21:30,02-2060-3272,6,11건
화통집 신도림점,육류/고기,2.6,서울 구로구 공원로6나길 35-16,매일 11:00 ~ 02:00,02-864-8802,11,5건
생어거스틴 구로G벨리몰점,동남아음식,2.4,서울 구로구 디지털로 300 지벨리 2층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6344-3911,47,12건
커피빈 구로지밸리몰점,커피전문점,4.7,서울 구로구 디지털로 300 지밸리비즈플라자 2층,월~금 07:00 ~ 22:00,02-6344-3966,4,3건
백채김치찌개 신도림점,찌개/전골,2.6,서울 구로구 경인로 661 신도림1차푸르지오 1층 131호,매일 11:00 ~ 23:30 · 브레이크타임 매일 15:00 ~ 17:00,02-2671-8166,22,11건
이찌방,초밥/롤,4.5,서울 구로구 공원로6다길 20 2층,,070-8836-4247,12,4건
두만강 양꼬치샤브샤브 개봉점,양꼬치,4.4,서울 구로구 개봉로 128 1층,,02-2689-6888,10,8건
고척짬뽕,중화요리,3.4,서울 구로구 중앙로14가길 46 1층,화~일 11:20 ~ 20:30 · 브레이크타임 화~금 15:30 ~ 17:00,02-2688-8522,8,12건
도미라마라탕,중화요리,4.4,서울 구로구 디지털로26길 111 1층,매일 11:00 ~ 22:00,0507-1352-1986,76,7건
등나무집,사철탕/영양탕,3.0,서울 구로구 도림천로 380,,02-838-8218,0,2건
이비가짬뽕,중화요리,2.8,서울 구로구 디지털로33길 12 102호,매일 11:00 ~ 21:00,02-868-0828,2,4건
형제특수부위,육류/고기,4.9,서울 구로구 디지털로32나길 17-12 1층 101호,매일 11:30 ~ 23:30 · 브레이크타임 매일 15:00 ~ 16:30,02-830-8995,28,7건
무시칸 구로역점,갈비,4.7,서울 구로구 새말로 18-49,영업시간 매일 17:00 ~ 23:00,02-838-0072,20,3건
으뜸명가 구로본점,육류/고기,3.6,서울 구로구 디지털로32가길 25 티타운빌딩 1층 102-4호,,02-866-8901,7,7건
금다원,중화요리,4.2,서울 구로구 경서로 55,매일 10:40 ~ 21:00,0504-111-0643,3,9건
오사장네쪽갈비,갈비,3.0,서울 구로구 공원로6나길 35-1,영업시간 매일 16:00 ~ 24:00,02-838-0909,16,4건
스시하루,일본식주점,3.7,서울 구로구 디지털로26길 98 디지털프라자 2층 202호,매일 11:30 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:00,02-856-7701,38,12건
