식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
램니쿠야,육류/고기,4.8,서울 광진구 아차산로 395 1층 105호,,0507-1404-1532,41,6건
미친양꼬치,양꼬치,2.3,서울 광진구 아차산로33길 16-4,영업시간 매일 13:00 ~ 22:00,,54,20건
천미향,중화요리,2.6,서울 광진구 능동로 237 2층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-464-8088,32,8건
도쿄스테이크 건대점,스테이크/립,3.3,서울 광진구 능동로13길 27,매일 11:00 ~ 21:00,02-498-6975,172,13건
힘찬갯벌낙지,해물/생선,3.7,서울 광진구 능동로37길 6,영업시간 월~토 13:00 ~ 02:00,02-461-3133,30,7건
마카오도우라오 건대점,중화요리,4.1,서울 광진구 아차산로30길 26 2층,매일 10:30 ~ 22:00,,249,12건
환이네갈비살 1호점,갈비,3.4,서울 광진구 동일로24길 70 1층,,02-466-9298,49,13건
구공탄곱창 군자점,곱창/막창,4.3,서울 광진구 능동로36길 22 1층,영업시간 매일 16:00 ~ 04:00,02-447-6219,98,6건
수퍼슬라이더스,햄버거,4.7,서울 광진구 능동로13길 50 1층 1호,월/화/목/금/토/일 11:30 ~ 22:00,02-6397-7186,78,45건
스타벅스 어린이대공원역,커피전문점,3.7,서울 광진구 능동로 243,월~금 07:00 ~ 21:00,1522-3232,29,24건
카페레디언트,카페,3.2,서울 광진구 능동로38길 41 101호,월~금 08:00 ~ 22:00,02-2201-0204,28,26건
호야초밥참치 2호점,초밥/롤,1.9,서울 광진구 능동로13길 30 1층,매일 11:30 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 16:30,02-497-3739,97,29건
최신족발 건대직영점,족발/보쌈,3.7,서울 광진구 아차산로29길 63 1층,영업시간 월~금 14:00 ~ 02:00,02-466-3988,59,18건
스시오 건대점,초밥/롤,1.7,서울 광진구 능동로 141,매일 11:00 ~ 22:00,02-463-5955,657,107건
찜집,해물/생선,2.9,서울 광진구 자양번영로 44,매일 11:00 ~ 24:00,02-444-0007,67,9건
천계월,커피전문점,4.6,서울 광진구 자양로42길 20 1층,화~토 11:00 ~ 22:00,,72,12건
강남면옥 광장점,냉면,3.1,서울 광진구 구의강변로 106 삼성쉐르빌 109호,매일 11:00 ~ 22:00,02-446-5539,79,10건
화양시장할머니순대국,순대,3.0,서울 광진구 아차산로 293,매일 09:00 ~ 24:00,02-457-3989,24,16건
대구안지랑곱창막창 건대점,곱창/막창,3.6,서울 광진구 동일로24길 82 1층,영업시간 매일 16:00 ~ 02:00,02-468-9958,100,9건
카페온더플랜 건대점,카페,3.1,서울 광진구 능동로 161 1/2층,매일 08:00 ~ 05:00,02-462-1020,14,16건
스타벅스 강변역,커피전문점,3.0,서울 광진구 구의동 589-10 구의아크로리버 제1층 109호,월~금 07:00 ~ 21:00,1522-3232,16,12건
은호초밥 건대본점,초밥/롤,2.5,서울 광진구 동일로20길 83,매일 11:30 ~ 24:00,02-463-5753,96,47건
가츠시 건대점,일식집,4.6,서울 광진구 광나루로 418,매일 11:00 ~ 21:30,02-444-2355,51,45건
군자대한곱창 구의역점,곱창/막창,3.5,서울 광진구 아차산로51길 33 덕풍빌딩 1층,영업시간 매일 15:00 ~ 03:00,02-446-6977,48,2건
순곱이네 서울건대점,순대,2.9,서울 광진구 동일로24길 93 1층,영업시간 매일 17:00 ~ 01:30,02-462-1113,92,13건
하오츠,중화요리,3.1,서울 광진구 능동로 275,매일 11:00 ~ 22:00,02-461-8887,50,16건
진한방삼계탕 군자점,삼계탕,5.0,서울 광진구 능동로 254,매일 10:30 ~ 22:00,02-455-6020,20,3건
보승회관,국밥,3.1,서울 광진구 능동로 267,매일 10:00 ~ 22:00,070-5030-5424,17,14건
솔버 건대1호점,테마카페,5.0,서울 광진구 아차산로 201 지하1층,,02-498-3737,38,2건
아웃닭 건대점,치킨,3.3,서울 광진구 동일로22길 51,영업시간 매일 16:00 ~ 02:00,02-467-9978,43,19건
안동참찜닭 본점,닭요리,4.5,서울 광진구 동일로20길 117,매일 10:00 ~ 24:00,02-499-3530,46,35건
경성양고기꼬치구이,양꼬치,3.8,서울 광진구 동일로18길 53,매일 11:30 ~ 02:30,02-499-6880,50,23건
해남닭집,치킨,3.8,서울 광진구 능동로13길 46,영업시간 월~토 13:00 ~ 01:00,02-466-4656,32,12건
안주나라,호프/요리주점,4.3,서울 광진구 동일로18길 23,영업시간 매일 17:00 ~ 04:30,02-466-2702,15,3건
진선양대창,곱창/막창,4.5,서울 광진구 동일로22길 80-1,,02-462-5855,242,2건
고오기,육류/고기,3.8,서울 광진구 능동로 68,영업시간 월~토 16:00 ~ 24:00,02-444-1085,46,16건
레이니레인,커피전문점,4.9,서울 광진구 능동로 166,매일 10:00 ~ 01:00,,29,9건
D27,일본식주점,5.0,서울 광진구 동일로52길 39,영업시간 월~토 17:30 ~ 20:00,010-2808-0010,92,6건
면곡당,디저트카페,3.5,서울 광진구 면목로17길 24 1층,월~금 11:00 ~ 20:00,010-3808-1743,35,12건
매화반점 건대지점,중화요리,1.6,서울 광진구 동일로18길 96 1층,매일 12:00 ~ 01:00,02-462-1939,42,26건
엑스케이프,테마카페,1.4,서울 광진구 동일로 112,매일 10:00 ~ 24:00,02-463-9366,24,5건
끼니밥메시,일식,4.5,서울 광진구 군자로 175-2 1층,월/화요일,070-7677-6073,41,31건
건국수제돈까스,돈까스/우동,3.3,서울 광진구 아차산로29길 51,,02-499-1005,28,18건
맥도날드 어린이대공원점,패스트푸드,2.0,서울 광진구 광나루로 392,매일 09:00 ~ 02:00,070-7017-2452,10,27건
만경상회,술집,3.3,서울 광진구 동일로22길 40 1층,영업시간 매일 15:00 ~ 03:00,02-6369-4603,50,3건
래빗홀버거컴퍼니,햄버거,4.4,서울 광진구 광나루로 424 1층,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-446-0424,52,30건
해룡마라룽샤,중화요리,2.5,서울 광진구 동일로18길 36 1층,매일 12:00 ~ 24:00,02-462-4009,181,40건
감성당,이탈리안,3.6,서울 광진구 아차산로29길 25,매일 12:00 ~ 24:00,02-463-8789,106,21건
건대우동집,돈까스/우동,4.6,서울 광진구 아차산로 201 1층,매일 00:00 ~ 24:00,02-465-0417,59,27건
포몬스 건대점,동남아음식,4.4,서울 광진구 아차산로 208 상록빌딩 1층,매일 00:00 ~ 24:00,02-461-1721,40,13건
장인석닭한마리,닭요리,3.9,서울 광진구 자양로43길 49-6,매일 10:00 ~ 23:00,02-456-9912,48,18건
바른면집 건대점,이탈리안,3.7,서울 광진구 능동로13길 28,,02-6101-2261,439,26건
C156,양식,3.9,서울 광진구 동일로 156 H애비뉴 지하1층,매일 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-499-8619,83,8건
라운드브릭,커피전문점,4.7,서울 광진구 광장로 67 1층,월~금 11:00 ~ 20:00,,40,3건
바라바라밤,실내포장마차,1.3,서울 광진구 동일로22길 92-2,영업시간 월~금 18:00 ~ 05:00,,78,7건
르빵프레 중곡점,제과/베이커리,4.1,서울 광진구 긴고랑로13길 82,매일 10:00 ~ 22:00,070-8292-0956,9,25건
백미원 건대점,중식,4.5,서울 광진구 아차산로 224 1층 2/3호,매일 00:00 ~ 24:00,02-3409-8858,54,20건
콩예원,한식,3.6,서울 광진구 아차산로78길 75,매일 11:00 ~ 22:00,02-444-3331,26,13건
타논55,태국음식,3.4,서울 광진구 아차산로 480 1층,매일 09:00 ~ 05:00,,119,19건
고향양꼬치,양꼬치,2.2,서울 광진구 동일로18길 101 1층,월~토 11:30 ~ 01:00,02-498-3618,420,6건
도단집,삼겹살,3.7,서울 광진구 동일로24길 60,영업시간 매일 17:00 ~ 02:00,02-461-3461,55,7건
김덕후의곱창조 건대점,곱창/막창,2.8,서울 광진구 아차산로33길 21-4,영업시간 매일 15:00 ~ 01:30,02-499-1540,49,21건
백년회관서서갈비 중곡점,갈비,4.3,서울 광진구 면목로 178,매일 11:00 ~ 23:00,02-497-5400,48,3건
옛집,한식,2.8,서울 광진구 아차산로76가길 18,월~토 11:00 ~ 21:00,02-2201-4369,20,11건
해피니스디저트 건대점,디저트카페,4.3,서울 광진구 아차산로30길 31 1층,매일 12:00 ~ 22:00,010-4295-2600,37,18건
1943,호프/요리주점,2.0,서울 광진구 동일로22길 81 캠퍼스프라자 2층 204~207호,영업시간 매일 17:00 ~ 05:00,,10,9건
스시메이진 건대점,초밥/롤,2.1,서울 광진구 능동로 92 롯데백화점 건대스타시티점 9층,매일 11:30 ~ 21:00,02-2218-3922,83,14건
밀피,카페,2.7,서울 광진구 동일로22길 117-15 1/2층,매일 11:30 ~ 23:00,,74,15건
하이난,중화요리,2.8,서울 광진구 능동로 243-1,월~토 11:30 ~ 22:00,02-466-0832,21,24건
버거킹 군자능동점,패스트푸드,3.0,서울 광진구 능동로 245 1층,매일 09:00 ~ 24:00,070-7462-6703,12,18건
새로이,호프/요리주점,4.7,서울 광진구 능동로17길 5 1층,영업시간 월~토 18:00 ~ 02:00,010-6656-2415,58,19건
재희네식당,찌개/전골,4.5,서울 광진구 군자로 21,월~토 06:00 ~ 19:00,02-462-7207,18,4건
다원식당,양식,4.8,서울 광진구 아차산로31길 28 4층,영업시간 화~금 18:00 ~ 01:00,070-8500-0000,48,37건
데판야끼한,일본식주점,3.7,서울 광진구 능동로38길 32,영업시간 월~토 17:00 ~ 01:00,02-446-5856,48,12건
커피더쏠,커피전문점,1.5,서울 광진구 능동로 18 이튼타워리버3차 1층,매일 10:00 ~ 22:00,02-461-7461,22,41건
스타벅스 건국대,커피전문점,4.1,서울 광진구 능동로 117 1/2층,월~금 08:00 ~ 22:00,1522-3232,20,13건
복만루 건대점,중화요리,2.7,서울 광진구 동일로18길 43 1층,매일 12:00 ~ 24:00,02-467-9645,148,18건
노브랜드버거 건대입구점,패스트푸드,3.3,서울 광진구 아차산로 225 단산화양빌딩 1층,매일 10:00 ~ 22:00,02-461-9332,85,17건
오늘와인한잔 건대점,와인바,3.3,서울 광진구 동일로24길 102 1층,영업시간 월/화/수/목/일 16:00 ~ 03:00,02-464-1113,86,9건
투썸플레이스 건대입구,커피전문점,1.6,서울 광진구 능동로13길 5 1/2층,월/화/수/목/일 08:00 ~ 01:00,02-461-2234,14,26건
972바,칵테일바,2.9,서울 광진구 아차산로31길 7 지하1층,영업시간 매일 18:00 ~ 04:00,02-6338-9720,92,9건
군자오리촌,오리,4.6,서울 광진구 능동로35길 18-1,매일 11:00 ~ 22:30,02-466-7962,44,10건
버거킹 구의점,패스트푸드,4.2,서울 광진구 아차산로 466 1층,매일 09:00 ~ 24:00,070-7438-6504,15,5건
후토,일본식주점,4.8,서울 광진구 동일로24길 98 2층,영업시간 월~목 17:00 ~ 02:00,02-465-8590,36,5건
커피마켓,커피전문점,2.3,서울 광진구 아차산로33길 60,월/화/수/목/토/일 10:00 ~ 03:00,02-463-8009,39,18건
양촌리화로구이,갈비,2.4,서울 광진구 아차산로 482,매일 00:00 ~ 24:00,02-452-7271,21,16건
미주류,호프/요리주점,3.6,서울 광진구 면목로 31 1층,영업시간 월~토 18:00 ~ 02:00,070-8285-4864,59,9건
멘쇼,일식,4.3,서울 광진구 군자로2길 3,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 14:30 ~ 17:00,02-499-8788,59,51건
바삭알까스,돈까스/우동,3.2,서울 광진구 능동로49길 15,매일 11:30 ~ 21:00,02-6401-3895,37,26건
매복식당,육류/고기,5.0,서울 광진구 아차산로57길 10-1 1층,영업시간 매일 16:00 ~ 24:00,02-458-0427,61,10건
건대 소몰이,육류/고기,4.3,서울 광진구 동일로22길 17 1층,영업시간 월~금 14:00 ~ 01:00,02-467-3339,112,12건
우화등선,육류/고기,2.3,서울 광진구 동일로30길 52 3층,영업시간 월~금 17:30 ~ 23:00,02-499-2016,100,3건
육광,삼겹살,2.2,서울 광진구 아차산로 348 1층,매일 11:30 ~ 23:30,02-446-5565,11,13건
앨리스룸카페,테마카페,1.7,서울 광진구 동일로22길 107 3층,월~금 12:00 ~ 24:00,,40,6건
이동재스시,초밥/롤,2.5,서울 광진구 군자로 172,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-498-6767,58,12건
방이샤브샤브칼국수 건대점,샤브샤브,3.3,서울 광진구 동일로20길 100 1층,매일 10:00 ~ 23:30,02-469-6633,61,11건
꼬메노,카페,4.6,서울 광진구 군자로7길 29,영업시간 월~금 13:00 ~ 24:00,02-468-5177,57,36건
초라멘,일본식라면,4.8,서울 광진구 능동로13길 80 1층,화~일 11:30 ~ 20:00 · 브레이크타임 화~일 15:00 ~ 17:00,,47,72건
어사출또 건대점,회,2.5,서울 광진구 아차산로 209 1층,영업시간 매일 15:30 ~ 02:00,02-6405-6116,33,10건
스시교센 본점,초밥/롤,3.2,서울 광진구 능동로 251 1층,매일 11:30 ~ 21:30 · 브레이크타임 매일 14:30 ~ 17:00,02-498-0920,48,26건
밀도 광장동점,제과/베이커리,3.5,서울 광진구 광나루로 619,매일 11:00 ~ 19:00,02-444-2170,6,15건
개미집,한정식,1.9,서울 광진구 아차산로29길 18,월~금 10:00 ~ 02:00,02-469-4515,15,11건
진곱창,곱창/막창,4.0,서울 광진구 아차산로 397,영업시간 월~토 15:00 ~ 24:00,02-456-0866,24,9건
테이스티마켓 건대점,샤브샤브,2.6,서울 광진구 아차산로 241 연한빌딩 3층,매일 11:00 ~ 22:00,02-461-8845,123,16건
경복궁불고기 건대점,불고기/두루치기,1.8,서울 광진구 능동로 90 더 클래식500 1층 B101-1호,,02-3437-9933,41,5건
후타리,일본식주점,3.6,서울 광진구 긴고랑로 58 1층,영업시간 매일 16:00 ~ 03:00,010-2884-4499,31,18건
대가식당,육류/고기,4.0,서울 광진구 광나루로 596,매일 11:00 ~ 22:30,02-455-7866,6,4건
냥토피아,카페,4.9,서울 광진구 능동로 147-1 3층,영업시간 화~토 13:00 ~ 22:00,070-4038-8486,42,10건
모리참치,참치회,2.4,서울 광진구 천호대로 681 1층,월~토 12:00 ~ 02:00,02-455-5959,52,12건
최원석의돼지한판 서해쭈꾸미 건대2호점,육류/고기,4.5,서울 광진구 능동로11길 3,매일 11:30 ~ 01:00,02-466-1272,113,4건
심마니,호프/요리주점,3.6,서울 광진구 아차산로31길 20-4,영업시간 월~목 16:00 ~ 04:00,02-469-1113,30,7건
삼백집 건대점,국밥,4.2,서울 광진구 아차산로 350,매일 07:00 ~ 22:00,02-444-1991,10,10건
강변역포장마차8번,실내포장마차,2.0,서울 광진구 구의동 546-2,,,21,8건
조용한주택,이탈리안,3.9,서울 광진구 동일로24길 24,매일 12:00 ~ 21:30 · 브레이크타임 매일 15:30 ~ 18:00,,50,10건
풍년상회,갈비,5.0,서울 광진구 아차산로53길 53 1층,영업시간 매일 16:00 ~ 24:00,02-453-9693,33,10건
고래바,와인바,3.5,서울 광진구 뚝섬로57길 58 2층,영업시간 화~토 18:00 ~ 00:00,070-4300-4312,86,33건
엘루이비스트로,칵테일바,4.0,서울 광진구 아차산로33길 35,영업시간 월~목 17:00 ~ 03:00,02-463-1365,97,4건
강쇠네,육류/고기,4.2,서울 광진구 뚝섬로 535,화요일,02-454-4242,21,15건
고베규카츠 건대점,돈까스/우동,1.3,서울 광진구 아차산로33길 64 2층,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:30 ~ 19:00,02-469-4620,56,21건
브네,양식,4.4,서울 광진구 군자로 70 1층 106호,영업시간 화~일 18:00 ~ 24:00,02-462-5794,53,11건
솔샘숯불돼지갈비,갈비,4.1,서울 광진구 아차산로 374,매일 11:00 ~ 23:00,02-446-9088,19,21건
제주애육당 광장점,육류/고기,4.8,서울 광진구 아차산로78길 170 102호,영업시간 월~금 16:00 ~ 24:00,02-458-7687,12,5건
연길왕꼬치,양꼬치,3.3,서울 광진구 동일로18길 86,매일 00:00 ~ 24:00,02-463-7741,205,6건
커피홍당무,카페,4.6,서울 광진구 긴고랑로31길 5 1층,월/화/목/금/토/일 12:00 ~ 21:00,,57,20건
마냐나,이탈리안,2.7,서울 광진구 광나루로 604 진넥스베르디엠빌딩 6층,매일 11:30 ~ 23:00 · 브레이크타임 매일 16:00 ~ 17:00,02-446-8222,19,7건
삼일민물장어,장어,3.6,서울 광진구 천호대로 685,매일 12:00 ~ 24:00,02-454-8808,20,5건
춘향,중화요리,3.9,서울 광진구 긴고랑로 99,매일 10:30 ~ 21:00,02-447-8057,9,11건
송화산시도삭면 본점,중식,3.8,서울 광진구 뚝섬로27길 48,화요일,02-6052-7826,32,10건
이대팔 건대점,냉면,3.3,서울 광진구 아차산로 238,,02-499-0458,13,7건
참곱창,곱창/막창,3.8,서울 광진구 면목로 182 중앙빌딩 1층,영업시간 매일 16:00 ~ 02:00,02-499-6412,15,10건
불난닭발 구의본점,닭요리,3.7,서울 광진구 자양로18길 6,,02-458-3000,18,13건
스타벅스 구의역,커피전문점,2.7,서울 광진구 아차산로 373,월~금 07:00 ~ 23:00,1522-3232,5,17건
뺑드미,제과/베이커리,4.6,서울 광진구 영화사로 45 1층,화~일 11:30 ~ 22:00,070-4111-0100,27,20건
맥도날드 구의역점,패스트푸드,1.8,서울 광진구 아차산로 376,매일 00:00 ~ 24:00,070-7017-0439,8,36건
원조숯불소금구이,육류/고기,3.9,서울 광진구 광나루로12길 19,영업시간 월~토 16:30 ~ 23:00,02-2205-0808,31,10건
애슐리퀸즈 건대스타시티점 (임시휴업),패밀리레스토랑,1.5,서울 광진구 능동로 110 스타시티 영존빌딩 B동 4층,매일 11:30 ~ 21:00,02-3436-1033,113,24건
소문난순대국왕족발 중곡본점,순대,2.9,서울 광진구 능동로47길 21 1층,,02-461-5687,11,7건
고기원칙 구의역점,육류/고기,4.5,서울 광진구 아차산로 384,매일 11:30 ~ 24:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-454-3344,33,10건
열불날개 건대2호점,닭요리,4.1,서울 광진구 동일로24길 86-2 1층,영업시간 매일 17:00 ~ 02:00,02-6101-9292,156,17건
중경식객,중식,1.9,서울 광진구 동일로20길 109,매일 11:00 ~ 01:00,02-463-7789,100,7건
고기굽는놈,갈비,3.3,서울 광진구 아차산로31길 8,매일 11:30 ~ 01:00,02-462-8821,343,3건
버거킹 건대입구역점,패스트푸드,2.5,서울 광진구 아차산로 229 1층,매일 00:00 ~ 24:00,070-7462-6823,13,13건
울돌목주먹고기,육류/고기,2.8,서울 광진구 아차산로53길 8,영업시간 매일 13:00 ~ 24:00,02-467-6484,29,13건
노크 건대직영점,호프/요리주점,1.8,서울 광진구 동일로22길 89 1~5층,영업시간 매일 16:00 ~ 10:00,02-461-9109,8,5건
간도우초밥집,초밥/롤,4.6,서울 광진구 자양로 278 101호,영업시간 월~금 17:00 ~ 23:00,,39,13건
피자컴퍼니 군자점,피자,4.0,서울 광진구 능동로32길 12 1층,매일 12:00 ~ 24:00,02-454-2496,197,14건
단골손님 건대점,호프/요리주점,2.6,서울 광진구 아차산로33길 34,영업시간 매일 15:00 ~ 05:00,02-466-3389,34,5건
이자와 건대점,일식,3.1,서울 광진구 동일로20길 65,,02-2205-3233,13,14건
속초가,한식,3.8,서울 광진구 용마산로1길 65 1층,매일 11:00 ~ 22:00,02-456-5049,31,9건
알고,호프/요리주점,4.8,서울 광진구 광나루로17길 10 2층,영업시간 월~금 14:00 ~ 24:00,02-3409-2645,32,12건
늘푸른목장 건대점,육류/고기,5.0,서울 광진구 동일로18길 104 1층,영업시간 월~금 15:00 ~ 01:00,02-468-2055,36,8건
케이크를부탁해 건대점,제과/베이커리,3.0,서울 광진구 능동로 137 1층,매일 11:00 ~ 23:00,02-499-5612,11,2건
청담,한정식,1.7,서울 광진구 구의강변로 92 1층 101호,,02-458-9998,16,7건
김과장고깃집 구의점,육류/고기,4.8,서울 광진구 아차산로49길 28-2 1층,영업시간 매일 17:00 ~ 24:00,010-7377-4938,63,6건
스타벅스 아차산역,커피전문점,2.0,서울 광진구 천호대로 676,월~금 07:00 ~ 21:00,1522-3232,19,9건
허씨정통중경마라쌍궈 3호점,중화요리,3.9,서울 광진구 아차산로30길 17 1층,매일 10:30 ~ 23:30,,184,15건
주꾸미,해물/생선,4.5,서울 광진구 아차산로33길 16-4,영업시간 매일 14:00 ~ 02:00,02-497-8725,48,6건
땅코참숯구이 구의점,육류/고기,2.5,서울 광진구 자양로18길 37,영업시간 월~금 16:00 ~ 24:00,02-455-9992,38,11건
드로잉레시피,양식,5.0,서울 광진구 뚝섬로33길 45 상석빌딩 1층 103호,매일 12:00 ~ 22:30 · 브레이크타임 매일 15:00 ~ 17:30,010-2620-5334,67,5건
안다미로팬케이크,디저트카페,3.7,서울 광진구 아차산로25길 8 2층,영업시간 매일 13:00 ~ 21:00,02-6405-7773,36,9건
커피베리,커피전문점,3.7,서울 광진구 구의동 3-11,화~일 09:00 ~ 20:00,070-5228-1663,14,3건
착한돈까스,돈까스/우동,4.4,서울 광진구 군자로3길 26,월~토 07:00 ~ 21:00,02-461-0737,16,29건
컬렉팅더모먼츠,카페,3.5,서울 광진구 뚝섬로52라길 56-1,매일 10:00 ~ 20:00,,76,11건
꼴목포차,실내포장마차,4.5,서울 광진구 아차산로25길 20,영업시간 매일 17:00 ~ 07:00,02-485-0885,20,11건
용문집,육류/고기,3.3,서울 광진구 뚝섬로30길 44 1층,영업시간 월~토 16:00 ~ 01:00,010-8828-2070,7,3건
화양양꼬치,양꼬치,4.8,서울 광진구 아차산로29길 44,영업시간 매일 15:00 ~ 03:00,02-461-5889,24,11건
광나루순대,순대,4.3,서울 광진구 아차산로 624,월~금 10:00 ~ 24:00,02-458-9878,5,3건
더메이즈 건대점,테마카페,4.9,서울 광진구 아차산로26길 13 지하1층,,02-464-2577,113,8건
케익다방,디저트카페,3.8,서울 광진구 동일로20길 83 2층,영업시간 화~토 13:00 ~ 21:00,02-468-0607,59,4건
금하,중화요리,3.3,서울 광진구 아차산로36길 5 4층,매일 10:00 ~ 21:00,02-404-8000,16,8건
춘천집,닭요리,1.4,서울 광진구 아차산로33길 7,,02-464-9659,32,13건
홍도초밥,초밥/롤,3.7,서울 광진구 아차산로29길 58,매일 11:30 ~ 24:00,02-466-1217,40,27건
태천면옥,냉면,4.2,서울 광진구 광장로 49,매일 11:00 ~ 20:30,02-466-7224,33,15건
메호르,양식,4.0,서울 광진구 능동로13길 15 2층,월~금 12:00 ~ 23:00,02-465-8027,103,8건
사대분식,분식,4.2,서울 광진구 능동로 197-1,매일 10:00 ~ 21:00,02-466-5130,43,14건
카페오로시,카페,3.5,서울 광진구 자양로 131,월/화/수/목/일 08:00 ~ 24:00,02-446-5885,12,12건
포차끝판왕 건대직영점,실내포장마차,1.1,서울 광진구 동일로22길 81 캠퍼스프라자 2층,영업시간 월~금 16:30 ~ 06:00,,2,27건
마스터키 건대점,테마카페,1.5,서울 광진구 동일로 96 지하1층,매일 11:00 ~ 24:00,0507-417-6000,47,2건
칼레오 커피로스터스,카페,4.4,서울 광진구 아차산로 291,월~금 10:00 ~ 20:00,02-447-3838,31,26건
스타벅스 광나루,커피전문점,4.2,서울 광진구 아차산로 607,월~금 07:00 ~ 22:00,1522-3232,6,5건
어멍네고기국수,국수,4.6,서울 광진구 능동로13길 77,월~토 11:00 ~ 21:00,02-467-5253,38,35건
서소문순두부보쌈,두부전문점,3.5,서울 광진구 동일로 128 재향군인회관 1층,매일 11:00 ~ 21:50,02-497-4910,27,4건
금비,중화요리,3.4,서울 광진구 뚝섬로 609-1,화~일 11:00 ~ 21:00,02-452-0258,4,7건
빛나는바다 군자역점,회,3.5,서울 광진구 능동로36길 30,매일 11:00 ~ 02:00,02-400-4213,9,2건
얼땅쟈,샤브샤브,4.5,서울 광진구 동일로18길 68 1층,매일 12:00 ~ 03:00,02-467-2886,118,16건
군자생고기,육류/고기,3.7,서울 광진구 천호대로107길 8 1층,매일 10:00 ~ 22:00,02-467-5211,16,3건
우리콩밭손두부,두부전문점,3.2,서울 광진구 영화사로 76,,02-456-1880,32,11건
군자닭갈비,닭요리,4.0,서울 광진구 능동로 315 1층,매일 10:00 ~ 23:00,02-6245-9888,16,11건
새맛식당,한식,4.9,서울 광진구 자양로18길 12-3,매일 11:30 ~ 23:00,02-444-1749,14,15건
룸메이트,테마카페,0.0,서울 광진구 능동로 141 4층,월~금 12:00 ~ 24:00,070-4133-6006,63,0건
애슐리퀸즈 강변점,패밀리레스토랑,2.1,서울 광진구 광나루로56길 85 테크노마트 9층,매일 11:30 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:30,02-3424-3050,54,22건
역전할머니맥주 군자역점,호프/요리주점,1.7,서울 광진구 천호대로110길 28,영업시간 매일 16:00 ~ 06:00,02-453-3555,25,14건
야키토리광,일본식주점,3.8,서울 광진구 동일로22길 33 1층,영업시간 매일 18:00 ~ 04:00,,65,19건
대포집,술집,5.0,서울 광진구 자양로18길 53,,02-453-3017,19,4건
용용선생 건대점,중화요리,3.9,서울 광진구 아차산로33길 25 1층,영업시간 매일 16:30 ~ 05:00,02-6448-5269,54,11건
바다생각,회,4.8,서울 광진구 군자로 38,,02-465-5955,8,8건
제주뜰갈치전문점,해물/생선,4.3,서울 광진구 구의로 6,월~금 10:30 ~ 22:00 · 브레이크타임 월~금 16:00 ~ 17:00,02-455-1771,6,13건
장터참숯무한리필 중곡동점,육류/고기,4.8,서울 광진구 긴고랑로 52 1층,영업시간 월~금 16:00 ~ 02:00,02-462-6166,22,9건
자가제빵 선명희피자 구의점,피자,4.8,서울 광진구 아차산로51길 98,매일 11:00 ~ 22:30,02-456-7272,15,15건
더빈마켓 중곡점,카페,4.9,서울 광진구 천호대로 589 향림빌딩 1층,매일 08:00 ~ 23:00,02-455-1900,9,14건
가마솥도가니탕 장수옥,설렁탕,1.9,서울 광진구 용마산로 124,매일 06:00 ~ 23:00,02-444-6888,7,14건
크레파스분식,분식,4.4,서울 광진구 자양로28길 22,둘째/넷째 화요일,02-454-7179,34,14건
서울등심,육류/고기,4.4,서울 광진구 아차산로 431,매일 11:00 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-455-9486,26,16건
싸다김밥,분식,1.7,서울 광진구 자양로 104,매일 00:00 ~ 24:00,02-453-2919,6,36건
카페원룸,카페,4.5,서울 광진구 광나루로52길 88 1층,월~금 10:00 ~ 19:00,02-474-9702,18,11건
피읖 제페니즈다이닝,일식,3.8,서울 광진구 능동로 327-1,영업시간 월~토 18:00 ~ 01:00,010-6609-2033,43,8건
버터버거,햄버거,4.3,서울 광진구 구천면로 13,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6439-2111,20,12건
곽홍백외식연구소 중곡점,육류/고기,3.9,서울 광진구 면목로 92 1층,매일 10:00 ~ 22:00,02-461-9292,11,8건
소단,디저트카페,4.8,서울 광진구 아차산로 345 래미안프리미어팰리스 1층 111호,월~금 09:00 ~ 22:00,,79,4건
원조남원추어탕숙회,추어,3.0,서울 광진구 동일로 114,매일 09:00 ~ 22:00,02-498-8649,11,2건
미어캣족장,테마카페,2.8,서울 광진구 동일로20길 72 3층,영업시간 월~금 13:00 ~ 21:30,,30,14건
오봉집 건대점,한식,0.0,서울 광진구 능동로 68 이튼타워리버1차 1층 112/113호,,02-447-3535,0,0건
도리도리닭도리,한식,4.6,서울 광진구 아차산로49길 10 1층,화~일 11:00 ~ 24:00 · 브레이크타임 화~금 15:00 ~ 17:00,02-453-1797,44,7건
아날로그키친 건대점,이탈리안,3.5,서울 광진구 아차산로 200 커먼그라운드 마켓홀 3층,매일 11:00 ~ 22:00,02-2122-1265,33,11건
무교동유정낙지 구의점,해물/생선,3.0,서울 광진구 아차산로 464,매일 11:00 ~ 22:30,02-446-2565,18,10건
