식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
피자헛 가산점,피자,4.7,서울 금천구 디지털로 206 1층,매일 11:00 ~ 23:00,02-851-3583,5,3건
해바라기정육식당 독산점,육류/고기,4.0,서울 금천구 시흥대로 471 1층,,,25,8건
탐스커버리 금천본점,커피전문점,2.2,서울 금천구 시흥대로 398 1/2층,매일 07:00 ~ 22:00,02-863-4565,8,5건
팬더마라,중식,3.8,서울 금천구 가산디지털1로 181 가산더블유센터 1층 114호,매일 10:00 ~ 22:00,02-6281-6868,59,13건
남도상차림,한식,3.0,서울 금천구 시흥대로92길 4,,02-802-8286,8,3건
천수만 바지락칼국수낙지마당,국수,3.0,서울 금천구 시흥대로 414,매일 10:00 ~ 22:00,02-830-5009,16,8건
할리스 가산디지털단지점,커피전문점,3.1,서울 금천구 가산디지털1로 186 제이플라츠 1층,월~금 07:00 ~ 24:00,,12,7건
BHC치킨 가산디지털점,치킨,4.3,서울 금천구 가산디지털1로 181 가산W센터 2층 213호,,02-6281-6644,10,3건
스타벅스 W-mall점,커피전문점,2.5,서울 금천구 디지털로 188 B1,월~목 10:30 ~ 21:00,1522-3232,6,4건
명가네삼겹살,육류/고기,3.5,서울 금천구 가산디지털1로 186 제이플라츠 지하1층 B112호,,0504-1400-5111,70,4건
청년다방 금천구청점,떡볶이,3.5,서울 금천구 시흥대로 291 1층 B20호,매일 11:00 ~ 22:00,02-803-7942,23,11건
달리는커피 독산1호점,카페,3.0,서울 금천구 시흥대로 341,,02-857-8163,9,4건
김밥얌얌,분식,1.7,서울 금천구 금하로 675,월~토 06:40 ~ 20:30,02-896-4141,2,3건
홍콩반점0410 가산대륭점,중화요리,3.9,서울 금천구 벚꽃로 298 대륭포스트6차 1층 102호,매일 11:00 ~ 22:00,02-861-0410,33,11건
커피스미스 가디점,커피전문점,3.0,서울 금천구 가산디지털1로 142 가산더스카이밸리1차 1층,월~금 08:00 ~ 23:00,02-2067-0084,6,2건
C27 현대시티아울렛 가산점,디저트카페,1.5,서울 금천구 디지털로10길 9 7층,월~목 10:30 ~ 21:00,02-2136-9780,23,2건
프랑세즈과자점,제과/베이커리,3.8,서울 금천구 남부순환로 1392,매일 07:00 ~ 24:00,,8,10건
말뚝곱창 가산본점,곱창/막창,1.5,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 224호,,02-2026-0108,8,6건
디저트39 독산사거리점,디저트카페,3.5,서울 금천구 시흥대로 421 서울바른세상병원 1층,매일 08:00 ~ 21:30,02-858-9488,8,4건
매드포갈릭 가산현대아울렛점,패밀리레스토랑,2.6,서울 금천구 디지털로10길 9 8층,매일 11:00 ~ 21:00,02-2136-9982,28,8건
하남돼지집 가산디지털역점,삼겹살,4.6,서울 금천구 가산디지털1로 186 제이플라츠 지하 1층,영업시간 월~토 17:00 ~ 23:30,02-2028-5151,13,5건
BHC치킨 디지털점,치킨,3.1,서울 금천구 가산로9길 12-8 213호,매일 12:00 ~ 24:00,02-851-9919,6,8건
고창민물풍천장어,장어,0.0,서울 금천구 시흥대로 237-14,,02-803-7610,2,0건
고향집 청국장정식,한식,2.8,서울 금천구 시흥대로63길 64 1층,월~토 09:00 ~ 20:10,02-808-0805,12,6건
도미노피자 가산점,피자,1.3,서울 금천구 가산로 146,매일 11:00 ~ 22:00,02-864-3082,3,13건
짬뽕명가,중화요리,3.7,서울 금천구 시흥대로 106-1,,02-802-4992,11,3건
고려왕족발,족발/보쌈,3.3,서울 금천구 벚꽃로38길 29,영업시간 매일 15:00 ~ 01:00,02-862-8467,17,3건
먹쉬돈나,떡볶이,3.0,서울 금천구 벚꽃로 266 마리오아울렛3관 12층,,02-2067-3833,61,4건
가산황소곱창,곱창/막창,3.4,서울 금천구 가산디지털1로 168 우림라이온스밸리 지하3층 A-B323호,매일 10:00 ~ 23:30,02-864-3930,59,7건
통파이브 가산디지털점,호프/요리주점,2.3,서울 금천구 벚꽃로 298 대륭포스트타워6차 2층,영업시간 매일 16:00 ~ 02:00,02-852-8884,84,3건
오복식당,순대,3.0,서울 금천구 금하로 650,매일 00:00 ~ 24:00,,11,12건
포차천국 가산동점,실내포장마차,0.0,서울 금천구 남부순환로108길 27 1층,영업시간 매일 17:00 ~ 05:00,02-869-1009,32,0건
더푸드스케치,구내식당,5.0,서울 금천구 가산디지털1로 196 에이스테크노타워 10차 지하1층,매일 14:00 ~ 17:30,02-6670-0060,12,1건
말뚝곱창 독산7호점,곱창/막창,3.6,서울 금천구 범안로 1250 1층,영업시간 화~토 16:00 ~ 23:00,02-894-8283,20,5건
BHC치킨 시흥사거리점,치킨,2.0,서울 금천구 시흥대로52길 49,매일 12:00 ~ 24:00,02-895-1717,7,7건
펍피맥 가산디지털점,피자,4.7,서울 금천구 벚꽃로 298 대륭포스트타워6차 124호,영업시간 월~금 17:00 ~ 24:00,02-2088-2054,21,3건
콘타이,태국음식,2.6,서울 금천구 벚꽃로 266 마리오아울렛 3관 13층,매일 11:00 ~ 21:30,,73,11건
투썸플레이스 가산하이엔드클래식점,커피전문점,3.0,서울 금천구 벚꽃로24길 26 1층,매일 07:30 ~ 22:30,02-2085-0155,3,7건
단또,일본식라면,3.2,서울 금천구 디지털로9길 32 갑을그레이트밸리 2층 219호,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-857-1852,12,10건
가산어시장 직영점,회,0.0,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층,,02-2026-2878,13,0건
빌리엔젤 마리오아울렛점,디저트카페,1.0,서울 금천구 벚꽃로 266 마리오아울렛 3관 6층,매일 10:30 ~ 21:30,02-2067-3628,12,1건
웰던,양식,5.0,서울 금천구 남부순환로128길 15 1층,매일 12:00 ~ 24:00,070-4036-5236,24,3건
하남돼지집 시흥사거리점,삼겹살,4.3,서울 금천구 시흥대로52길 16,영업시간 매일 15:00 ~ 23:00,02-802-5300,10,6건
혜화동돈까스극장 서울가산점,돈까스/우동,4.3,서울 금천구 디지털로12길 37 가산피어니빌 1층 102호,월/화/수/목/금/일 11:00 ~ 21:00,02-851-5425,19,6건
참토우식당 독산8호점,육류/고기,4.0,서울 금천구 독산로 255,매일 11:00 ~ 01:00,02-3281-9989,7,4건
오치생참치,참치회,5.0,서울 금천구 가산디지털1로 128 STX-V타워 지하 1층 B134호,,02-811-3179,19,1건
반포식스 독산점,동남아음식,4.3,서울 금천구 두산로 70 현대지식산업센터 A동 102호,매일 11:00 ~ 22:00,02-2181-3699,31,3건
빽다방 가산대륭점,커피전문점,2.5,서울 금천구 벚꽃로 298 대륭포스트타워6차 107-2호,매일 07:00 ~ 22:30,02-2083-8578,7,8건
플레잉디오븐,디저트카페,0.0,서울 금천구 벚꽃로 278 SJ테크노빌 지하1층 137호,월/화/토/일요일,010-2911-3630,14,0건
퐁퐁플라워 가산센터,키즈카페,4.1,서울 금천구 벚꽃로 278 롯데아울렛 3층,월~금 11:00 ~ 20:00,02-444-2080,25,8건
명륜진사갈비 시흥사거리점,갈비,3.7,서울 금천구 시흥대로 266,매일 11:30 ~ 23:00,02-802-6888,22,3건
고기싸롱 가산점,음식점,1.0,서울 금천구 가산로 143,,,1,1건
투뿔205,육류/고기,2.6,서울 금천구 디지털로9길 99 스타밸리 115호,매일 10:30 ~ 22:30,02-858-9816,11,5건
태영생막창 독산점,곱창/막창,3.5,서울 금천구 벚꽃로6길 3 금천이랜드해가든아파트 상가 1층,영업시간 매일 14:30 ~ 24:00,02-806-3737,19,4건
배스킨라빈스 금천가산점,아이스크림,2.7,서울 금천구 가산로 111 동보빌딩,매일 10:00 ~ 23:00,02-838-3111,4,10건
스타벅스 마리오아울렛점,커피전문점,2.8,서울 금천구 벚꽃로 266 마리오 3관1층,월~목 08:00 ~ 21:00,1522-3232,8,4건
원조양평서울해장국,해장국,4.4,서울 금천구 디지털로9길 32,,02-855-2001,6,7건
빠촉삼겹살,삼겹살,4.3,서울 금천구 시흥대로58길 13 1층,매일 11:00 ~ 01:00,02-803-9253,12,3건
제주먹돈 가산점,육류/고기,3.9,서울 금천구 두산로5길 61 1층,월/화/수/목/금/일 11:00 ~ 23:00,02-868-0198,9,7건
교촌치킨 독산2동점,치킨,4.3,서울 금천구 시흥대로 310,,02-805-1991,2,12건
샐러드로,카페,3.0,서울 금천구 두산로 70 현대지식산업센터 로비층 124호,월~금 08:00 ~ 20:00,02-2181-3580,32,9건
미스터찜 본점,해물/생선,5.0,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 217호,월~금 11:00 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-2026-0234,6,3건
첸,중화요리,4.1,서울 금천구 가산디지털2로 140,매일 10:40 ~ 20:40 · 브레이크타임 매일 16:00 ~ 16:30,02-839-2220,6,9건
더제이케이키친박스 가산디지털점,이탈리안,3.2,서울 금천구 가산디지털1로 145 에이스하이엔드타워 3차 111호,월~금 11:30 ~ 22:00,02-2624-0008,74,5건
포36거리 가산디지털단지점,동남아음식,5.0,서울 금천구 벚꽃로 286 삼성리더스타워 지하1층 112호,월~금 11:00 ~ 21:00,02-855-6117,27,6건
카페타일링,카페,5.0,서울 금천구 시흥대로150길 11-7,월/화/수/금 08:00 ~ 22:00,010-2350-1200,11,3건
가산생갈비,갈비,5.0,서울 금천구 가산로 147-16 1층,영업시간 매일 16:00 ~ 24:00,02-838-5153,16,2건
샐러디 가산디지털단지점,샐러드,2.4,서울 금천구 가산디지털1로 181,월~금 07:30 ~ 21:00,02-852-8289,50,16건
엄마손춘천닭갈비,닭요리,4.3,서울 금천구 벚꽃로38길 15,,02-868-3294,8,3건
수뿌레닭갈비 금천구청점,닭요리,2.0,서울 금천구 시흥대로71길 44,매일 14:00 ~ 01:00,02-3286-8292,3,2건
이태리국수집,이탈리안,4.3,서울 금천구 독산로23길 48 1층,화요일,02-892-2894,8,4건
항방양육관 시흥점,양꼬치,4.5,서울 금천구 시흥대로52길 49 1층,,02-809-8976,5,4건
제주은희네해장국,해장국,3.0,서울 금천구 가산디지털2로 123 월드메르디앙2차 1층 102호,,02-866-0979,6,5건
백년회관서서갈비 금천시흥점,갈비,3.3,서울 금천구 시흥대로 185 2층,매일 11:30 ~ 23:00,02-807-9292,19,3건
파파도나스 독산점,제과/베이커리,3.7,서울 금천구 시흥대로 352 103호,매일 09:00 ~ 23:00,070-7608-2959,6,3건
동대문엽기떡볶이 가산디지털단지점,떡볶이,2.5,서울 금천구 벚꽃로 254 월드메르디앙벤처센터 1층 104-4호,월~토 10:30 ~ 21:40,02-866-8591,25,6건
몽짬뽕,중화요리,5.0,서울 금천구 금하로24길 31 1층,화~토 11:00 ~ 21:00,02-805-2066,4,2건
벨라 디저트카페,디저트카페,4.8,서울 금천구 두산로5길 7,월~금 10:30 ~ 21:00,,10,5건
파파존스 금천점,피자,4.6,서울 금천구 시흥대로 152 2층,매일 11:00 ~ 22:00,02-803-8087,2,5건
달코미롱,제과/베이커리,0.0,서울 금천구 남부순환로108길 20-1 로뎀아트빌 101호,화~금 11:00 ~ 18:00,,18,0건
맘스터치 가산디지털단지역점,패스트푸드,3.5,서울 금천구 벚꽃로 298,매일 10:00 ~ 21:30,02-858-8253,14,11건
교촌치킨 시흥2호점,치킨,3.4,서울 금천구 은행나무로 12,매일 12:00 ~ 24:00,02-806-9911,4,8건
명동칼국수,국수,2.5,서울 금천구 벚꽃로 278 SJ테크노빌 패션아일랜드 지하 154호,,02-3397-0818,23,2건
솔향기,국수,3.5,서울 금천구 금하로 722,매일 11:00 ~ 22:00,02-895-5600,3,8건
힛더스팟 가산점,제과/베이커리,2.5,서울 금천구 디지털로10길 9 현대시티아울렛 가산점 1층,,02-2136-9993,18,2건
와플산도,디저트카페,4.8,서울 금천구 가산디지털1로 181 가산 더블유센터 1층,,02-6281-6400,19,6건
강셰프양꼬치,양꼬치,4.8,서울 금천구 벚꽃로38길 32-63,매일 13:00 ~ 03:00,010-3901-0666,27,5건
평일주점,호프/요리주점,4.5,서울 금천구 벚꽃로38길 32-39 1층,영업시간 월~금 17:30 ~ 22:00,,10,2건
시원손칼국수 가산점,국수,5.0,서울 금천구 가산로 126,,02-851-0045,4,2건
바르미 샤브샤브n칼국수 마리오점,샤브샤브,1.4,서울 금천구 벚꽃로 266 마리오아울렛 3관 13층,매일 11:00 ~ 22:00,02-2067-2454,14,23건
교촌치킨 독산1호점,치킨,2.9,서울 금천구 독산로 344,매일 12:00 ~ 24:00,02-868-8788,4,12건
티티베이커리,제과/베이커리,4.9,서울 금천구 가산로9길 17 노블루체 1층 104호,매일 09:00 ~ 20:00,,13,8건
커피심리학,카페,0.0,서울 금천구 시흥대로 84 윤빌딩 1층,월~금 08:00 ~ 22:00,02-807-7300,12,0건
구구함박,양식,5.0,서울 금천구 시흥대로 291 롯데캐슬3차 상가1층 125호,화~일 11:00 ~ 21:00 · 브레이크타임 화~일 14:30 ~ 17:00,010-6674-1502,23,6건
빽다방 금천시흥사거리점,커피전문점,2.5,서울 금천구 금하로 619,화~토 08:30 ~ 22:30,070-4155-0550,1,4건
경성시장 가산점,카페,5.0,서울 금천구 가산디지털2로 14,,070-8800-6122,3,1건
투썸플레이스 가산아울렛점,커피전문점,2.6,서울 금천구 벚꽃로 298 대륭포스트타워 6차 1층 113호,월~금 07:00 ~ 23:00,02-2083-5678,3,7건
청석골 감자탕 순대국,감자탕,1.0,서울 금천구 독산로 351,,02-858-7789,0,2건
영향,이탈리안,5.0,서울 금천구 남부순환로108길 7 지하1층 1호,화~일 14:00 ~ 17:00,070-7717-7653,20,1건
다래성,중화요리,5.0,서울 금천구 독산로 288,,02-830-1706,0,1건
투썸플레이스 석수역점,커피전문점,2.0,서울 금천구 시흥대로 8 아르스파크 101호,매일 08:20 ~ 22:30,02-804-1003,4,17건
혜화동돈까스,돈까스/우동,2.8,서울 금천구 금하로5길 4 가우디캐슬 1층,매일 09:00 ~ 21:00,02-387-7816,9,9건
북창동순두부 독산점,두부전문점,5.0,서울 금천구 시흥대로123길 14 코스모스빌딩 1층,월~금 10:00 ~ 22:00,02-866-4565,13,2건
말뚝곱창 금천롯데캐슬점,곱창/막창,2.9,서울 금천구 시흥대로 291 금천롯데캐슬골드파크3차 상가 1층 174호,매일 12:00 ~ 24:00,,13,7건
곱창의전설 시흥본점,곱창/막창,3.5,서울 금천구 금하로 639-1,영업시간 매일 15:00 ~ 01:00,02-894-1692,10,4건
돈장군주먹고기 시흥1호점,육류/고기,4.8,서울 금천구 시흥대로56길 17,,02-891-1126,19,5건
담소소사골순대육개장 가산디지털점,순대,3.8,서울 금천구 디지털로9길 99 스타벨리 1층,화~토 00:00 ~ 24:00,02-857-1821,15,11건
롯데리아 시흥중앙점,패스트푸드,2.5,서울 금천구 금하로 712 1/ 2층,매일 09:00 ~ 02:00,,1,2건
협진식당 5호점,한식,4.6,서울 금천구 범안로21길 17,매일 10:30 ~ 22:30,02-805-3403,10,5건
조선짬뽕,중식,2.5,서울 금천구 독산로 85,,02-893-2881,13,4건
플러버,양식,3.9,서울 금천구 시흥대로 291 롯데캐슬골드파크3차 WEST동 2층 208호,화요일,02-6941-1417,32,7건
79 황소곱창,곱창/막창,3.0,서울 금천구 범안로 1249,영업시간 월~토 16:00 ~ 23:30,02-830-5245,14,3건
도마다리뼈다귀전문점 시흥점,감자탕,3.5,서울 금천구 독산로 119,매일 00:00 ~ 24:00,02-805-5989,5,4건
미각 아구동태해물찜탕,해물/생선,0.0,서울 금천구 금하로 673,매일 00:00 ~ 24:00,02-808-0900,8,0건
파리바게뜨 독산4동점,제과/베이커리,3.0,서울 금천구 독산로75길 3 1층,매일 07:00 ~ 23:00,02-856-8210,0,4건
마쯔,일식집,2.0,서울 금천구 시흥대로 414 서울빌딩 2층 201호,매일 11:30 ~ 22:00,02-857-2688,5,1건
소소떡볶이 독산점,떡볶이,3.3,서울 금천구 독산로78길 10,매일 12:00 ~ 24:00,02-3281-7111,6,3건
파리바게뜨 금천독산점,제과/베이커리,1.0,서울 금천구 시흥대로 405,매일 07:00 ~ 23:00,02-830-1090,0,1건
생고기한상,육류/고기,0.0,서울 금천구 시흥대로 86,,02-805-1101,24,0건
대호정,갈비,2.0,서울 금천구 시흥대로52길 51,매일 11:00 ~ 22:00,02-802-0974,10,4건
투썸플레이스 가산대륭18차점,커피전문점,3.0,서울 금천구 가산디지털1로 19 1층 104호,월~금 07:00 ~ 22:00,02-2629-4579,1,4건
수라냉면,냉면,4.3,서울 금천구 금하로 633-1 1층,매일 11:00 ~ 21:00,02-803-3900,6,7건
정미혜몽돌아구동태찜탕,아구,3.0,서울 금천구 독산로 358,,02-855-5075,4,2건
신전떡볶이 가산점,떡볶이,1.6,서울 금천구 가산로5길 72,매일 11:00 ~ 21:00,02-859-8259,8,18건
생활맥주 가산디지털점,호프/요리주점,2.5,서울 금천구 벚꽃로 298 대륭포스트타워6차상가 1층,영업시간 매일 17:00 ~ 02:00,02-857-6040,15,2건
모두국밥 독산점,국밥,3.6,서울 금천구 시흥대로123길 7,매일 00:00 ~ 24:00,02-858-4969,7,10건
강촌숯불닭갈비 독산점,닭요리,5.0,서울 금천구 독산로75길 24,영업시간 매일 16:00 ~ 01:00,02-6085-8592,8,2건
박가네 능이버섯백숙삼계탕 독산본점,삼계탕,1.7,서울 금천구 남부순환로 1372,,02-862-6008,1,3건
강촌,오리,4.7,서울 금천구 벚꽃로42길 3 1층,월~금 11:00 ~ 22:00,02-853-5532,5,3건
림벅와플 가산점,카페,3.0,서울 금천구 가산디지털2로 127-137,,02-858-5356,7,2건
조개도둑,조개,5.0,서울 금천구 시흥대로50길 11 1층,,,4,2건
남다른감자탕 서울가산디지털역점,감자탕,3.4,서울 금천구 디지털로9길 99,매일 00:00 ~ 24:00,02-837-2110,29,5건
중평떡볶이 시흥점,떡볶이,4.8,서울 금천구 금하로 697 1층,,02-899-0004,5,4건
풍년집정육식당 독산점,육류/고기,3.0,서울 금천구 독산로 354,매일 10:00 ~ 06:00,02-837-3131,5,2건
고기식당,육류/고기,2.7,서울 금천구 가산디지털1로 19 1층,,02-2629-4622,24,12건
한우마당 가산점,육류/고기,5.0,서울 금천구 벚꽃로 298 대륭포스트타워6차 지하1층 109호,월~금 11:00 ~ 22:30,02-856-6555,14,2건
파리바게뜨 가산디지털점,제과/베이커리,2.0,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 203호,월~금 06:30 ~ 22:00,02-2026-0822,0,2건
롯데리아 시흥현대시장점,패스트푸드,5.0,서울 금천구 독산로 128,매일 09:00 ~ 22:00,02-806-9800,1,1건
장수갈비,갈비,5.0,서울 금천구 시흥대로56길 18,,02-805-8284,1,1건
BHC치킨 독산맛나거리점,치킨,2.1,서울 금천구 시흥대로122길 22,매일 12:10 ~ 01:20,02-838-3339,4,8건
동남집 1호점,한식,2.0,서울 금천구 가산디지털2로 98 롯데아이티캐슬 2동 1층 114호,매일 00:00 ~ 24:00,,10,4건
본죽 가산디지털점,죽,3.5,서울 금천구 가산디지털1로 186 제이플라츠 1층 104-2호,월~금 07:30 ~ 22:00,02-866-6282,7,6건
뽀로로파크 롯데빅마켓 금천점,키즈카페,0.0,서울 금천구 두산로 71,,,10,0건
새마을식당 가산점,육류/고기,1.8,서울 금천구 가산디지털1로 168 우림라이온스빌딩 A동 210호,월~토 11:00 ~ 23:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-2026-0113,11,5건
스윗밸런스 가산더블유센터점,양식,4.0,서울 금천구 가산디지털1로 181 가산더블유센터 1층 118호,,02-6281-6329,48,2건
BBQ 독산시흥본점,치킨,2.3,서울 금천구 시흥대로 274 1층,매일 12:00 ~ 24:00,02-807-3223,2,6건
뚜레쥬르 독산지식산업센타점,제과/베이커리,4.5,서울 금천구 두산로 70 현지식산업센터,월~금 07:00 ~ 22:00,02-2181-3556,3,6건
장봉덕공방,제과/베이커리,5.0,서울 금천구 시흥대로50길 34,,02-894-5982,12,18건
돌담집,해물/생선,4.0,서울 금천구 독산로50나길 12,월~토 11:30 ~ 21:30,02-802-9040,7,3건
배스킨라빈스 금천롯데캐슬점,아이스크림,4.8,서울 금천구 시흥대로 315 금천롯데캐슬 마르쉐도르960 1층,매일 10:00 ~ 23:00,02-807-7878,11,31건
와사비,회,5.0,서울 금천구 시흥대로2길 16 금천에이스빌 104동 101호,매일 10:00 ~ 22:00,02-896-3038,0,4건
개돼지펍,호프/요리주점,2.2,서울 금천구 벚꽃로38길 32-67,영업시간 월~토 18:00 ~ 01:00,02-855-8965,13,6건
동대문엽기떡볶이 금천시흥점,떡볶이,1.0,서울 금천구 시흥대로50길 9 2층,매일 10:30 ~ 23:00,02-891-8592,5,4건
마드레파스타,이탈리안,3.5,서울 금천구 시흥대로 399 시티렉스 104호,화요일,02-892-9298,23,2건
오부장치킨 가산점,치킨,4.7,서울 금천구 가산로 147-16 2층,영업시간 월~금 17:00 ~ 01:00,02-838-5152,7,6건
연안식당 가산디지털점,해물/생선,4.3,서울 금천구 디지털로9길 32 갑을그레이트밸리 1층 101호,월~금 11:00 ~ 22:00,02-868-8848,19,16건
미요리포차,호프/요리주점,5.0,서울 금천구 시흥대로123길 38 1층,,02-837-8096,24,2건
블랙데이,중화요리,5.0,서울 금천구 독산로50길 17 2층,매일 10:00 ~ 20:50,02-808-5432,13,3건
투썸플레이스 현대지식산업센터점,커피전문점,2.5,서울 금천구 두산로 70 1층 T-122호,월~금 07:30 ~ 23:00,02-2181-3530,3,2건
은하철도곱곱곱 가산디지털점,곱창/막창,5.0,서울 금천구 가산로 147,영업시간 매일 17:00 ~ 04:00,02-866-0999,8,2건
정돈,육류/고기,3.5,서울 금천구 시흥대로52길 52,,02-6105-0508,1,4건
투썸플레이스 가산로데오점,커피전문점,3.7,서울 금천구 벚꽃로 254,월~금 07:30 ~ 21:00,02-861-1017,2,3건
이디야커피 가산오거리점,커피전문점,2.9,서울 금천구 가산로 155 케이디에스빌딩,월~금 07:30 ~ 23:00,02-6406-1710,1,9건
파리바게뜨 금천가산점,제과/베이커리,2.0,서울 금천구 시흥대로153길 99 신평대일타운 빌딩,,02-862-9321,0,5건
이음망개떡,떡/한과,3.0,서울 금천구 벚꽃로 40 롯데캐슬골드파크1차아파트 상가 102호,월~금 08:00 ~ 20:00,02-802-1003,9,2건
홍콩반점0410 금천시흥사거리점,중화요리,2.9,서울 금천구 금하로 635 1층,매일 11:00 ~ 22:00,02-808-0410,11,13건
홍콩반점0410 독산홈플러스점,중화요리,3.0,서울 금천구 시흥대로 405 2층,매일 11:00 ~ 21:30,02-858-5558,14,4건
노브랜드버거 시흥사거리점,패스트푸드,5.0,서울 금천구 시흥대로 224 금천리메인시티 1층 105/106호,매일 10:00 ~ 22:00,02-744-4471,11,1건
신짜오베트남쌀국수반미,베트남음식,4.7,서울 금천구 금하로 657 1층,화~일 10:00 ~ 21:00,02-807-6900,9,10건
제주살림,회,5.0,서울 금천구 시흥대로63길 21,화~일 11:00 ~ 23:00,02-807-8882,2,2건
알리바바 가산IT금융센터점,커피전문점,3.4,서울 금천구 디지털로 200,매일 07:00 ~ 23:00,02-858-2406,23,5건
정가네촌 뼈다귀전문점,감자탕,5.0,서울 금천구 독산로 44,,02-808-4332,0,3건
고기원칙 가산하스모나점,육류/고기,2.7,서울 금천구 가산디지털1로 171 SK V1센터 2층,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6244-8879,34,3건
공차 가산점,카페,1.9,서울 금천구 가산디지털1로 186 제이플라츠 2층 209호 ,월~금 08:00 ~ 22:30,02-2028-7060,3,7건
후라이드참잘하는집 독산점,치킨,2.5,서울 금천구 독산로84길 9,영업시간 월~금 15:00 ~ 02:00,02-853-9288,4,4건
땅스부대찌개 시흥현대시장점,찌개/전골,0.0,서울 금천구 독산로39길 21,,02-808-8599,2,0건
로얄스윗,카페,5.0,서울 금천구 벚꽃로 234 110호,매일 11:00 ~ 24:00,,0,1건
취향,중화요리,3.1,서울 금천구 독산로 51,매일 10:30 ~ 21:00,02-891-3452,2,7건
순수치킨 독산점,치킨,3.7,서울 금천구 문성로 11,매일 12:30 ~ 02:00,02-866-3393,2,3건
신장면옥,냉면,4.4,서울 금천구 가산로 106 101호,매일 11:30 ~ 22:00,02-844-3790,5,5건
서귀포,육류/고기,1.0,서울 금천구 가산로 49,매일 00:00 ~ 24:00,02-3281-8592,12,1건
황소곱창,곱창/막창,5.0,서울 금천구 범안로 1138,매일 10:00 ~ 24:00,02-866-3397,10,2건
역전할머니맥주 서울가산점,호프/요리주점,3.0,서울 금천구 가산로 146,,02-851-1202,4,1건
코코로식당,일식집,4.0,서울 금천구 벚꽃로38길 32-25,월~금 11:30 ~ 23:30 · 브레이크타임 월~금 14:30 ~ 17:00,02-868-4668,15,3건
홍춘천치즈닭갈비 금천롯데캐슬점,닭요리,3.5,서울 금천구 시흥대로 291 금천롯데캐슬골드파크3차 310동 1층 147호,화~금 11:00 ~ 23:30,02-802-0515,17,4건
마피아피자앤펍,피자,3.4,서울 금천구 시흥대로 291,영업시간 매일 16:00 ~ 01:00,02-6052-9565,33,5건
코야키친,일본식주점,3.9,서울 금천구 시흥대로 399,영업시간 월~토 18:00 ~ 24:00,,40,10건
아바이토종순대국,순대,4.3,서울 금천구 독산로 191,매일 08:00 ~ 22:30,02-895-6092,7,3건
마라일품훠궈,샤브샤브,2.3,서울 금천구 벚꽃로 298 대륭포스트타워6차 1층 118호,매일 11:30 ~ 24:00,02-863-7077,27,8건
청정우시장 독산점,육류/고기,0.0,서울 금천구 독산로 235 1층,,,0,0건
파리바게뜨 독산역점,제과/베이커리,2.1,서울 금천구 범안로 1152,매일 07:00 ~ 23:00,02-896-5668,1,7건
샐러드포레스트,양식,4.0,서울 금천구 디지털로9길 33 104호,월~금 07:30 ~ 20:00,02-863-5135,14,1건
엉터리생고기 두번째이야기 금천시흥점,육류/고기,3.8,서울 금천구 시흥대로 192,매일 11:00 ~ 23:00,02-895-5004,10,5건
파리바게뜨 금천구청역점,제과/베이커리,0.0,서울 금천구 시흥대로63길 91 1층,매일 07:00 ~ 23:00,02-806-7779,0,0건
전주 닭칼국수바지락칼국수,국수,2.8,서울 금천구 가산디지털2로 138-3,,02-857-1459,18,5건
불불,한식,5.0,서울 금천구 범안로 1240,영업시간 화~토 18:00 ~ 02:00,,21,4건
이디야커피 시흥대로점,커피전문점,3.0,서울 금천구 시흥대로 476,월~금 08:00 ~ 21:50,02-854-1515,1,4건
굽네치킨 가산점,치킨,2.5,서울 금천구 시흥대로149길 48,매일 12:00 ~ 24:00,02-869-9294,5,6건
순남시래기 가산역점,한식,4.1,서울 금천구 가산디지털1로 186 지하 1층,매일 11:00 ~ 22:00,02-866-4555,20,7건
이디야커피 가산리더스타워점,커피전문점,4.0,서울 금천구 벚꽃로 286 삼성리더스타워 지하 1층,월~금 07:00 ~ 23:00,02-863-8301,4,5건
헤이마카롱,제과/베이커리,3.0,서울 금천구 금하로1길 75 1층,화/수/일 14:00 ~ 20:00,010-5446-5615,7,2건
더진국 금천구청점,국밥,3.7,서울 금천구 시흥대로 291,화요일,02-808-9950,4,3건
이대감왕갈비탕,한식,0.0,서울 금천구 가산디지털1로 168 우림라이온스밸리 지하 1층 B111호,,,12,0건
할머니 가래떡볶이,음식점,0.0,서울 금천구 독산로 267,,,0,0건
메가커피 시흥중앙점,커피전문점,4.2,서울 금천구 금하로 713-1,,02-896-7911,0,5건
비어드파파 가산디지털점,디저트카페,5.0,서울 금천구 가산디지털1로 145 에이스하이엔드타워3차 1층,월~금 11:00 ~ 21:30,02-862-2110,6,2건
산들애밥상,한식,3.0,서울 금천구 독산로 178-1,,02-802-4535,1,6건
